locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNAADAAI_00109	CDS	1509				hypothetical protein
GNAADAAI_00110	CDS	822				hypothetical protein
GNAADAAI_00111	CDS	561				hypothetical protein
GNAADAAI_00112	CDS	843			COG2342	putative protein
GNAADAAI_00113	CDS	1395				hypothetical protein
GNAADAAI_00114	CDS	693	acnR		COG1309	HTH-type transcriptional repressor AcnR
GNAADAAI_00115	CDS	1011			COG1638	Solute-binding protein
GNAADAAI_00116	CDS	486				hypothetical protein
GNAADAAI_00117	CDS	1314	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
GNAADAAI_00118	CDS	1299	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
GNAADAAI_00119	CDS	1806				hypothetical protein
GNAADAAI_00120	CDS	132				hypothetical protein
GNAADAAI_00121	tRNA	76				tRNA-Ala(ggc)
GNAADAAI_00122	CDS	1671	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GNAADAAI_00123	CDS	135				hypothetical protein
GNAADAAI_00124	CDS	96				hypothetical protein
GNAADAAI_00125	CDS	147				hypothetical protein
GNAADAAI_00126	CDS	270				hypothetical protein
GNAADAAI_00127	CDS	204				hypothetical protein
GNAADAAI_00128	CDS	387				hypothetical protein
GNAADAAI_00129	CDS	429				hypothetical protein
GNAADAAI_00130	CDS	324				hypothetical protein
GNAADAAI_00131	CDS	282				hypothetical protein
GNAADAAI_00132	CDS	345				hypothetical protein
GNAADAAI_00133	CDS	1263	rarA		COG2256	Replication-associated recombination protein A
GNAADAAI_00134	CDS	1146	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
GNAADAAI_00135	CDS	1221				hypothetical protein
GNAADAAI_00136	CDS	330				hypothetical protein
GNAADAAI_00137	CDS	1275				hypothetical protein
GNAADAAI_00138	CDS	1221				hypothetical protein
GNAADAAI_00139	CDS	678	cysG	4.99.1.4		Siroheme synthase
GNAADAAI_00140	CDS	828	ccsA			Cytochrome c biogenesis protein CcsA
GNAADAAI_00141	CDS	1320	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GNAADAAI_00142	CDS	336				hypothetical protein
GNAADAAI_00143	CDS	1026	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
GNAADAAI_00144	CDS	672	adk	2.7.4.3		Adenylate kinase
GNAADAAI_00145	CDS	1425				hypothetical protein
GNAADAAI_00146	CDS	1353			COG2239	Magnesium transporter MgtE
GNAADAAI_00147	CDS	876	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
GNAADAAI_00148	CDS	1023	nadA	2.5.1.72	COG0379	Quinolinate synthase A
GNAADAAI_00149	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
GNAADAAI_00150	CDS	1137				hypothetical protein
GNAADAAI_00151	CDS	1455	trkH		COG0168	Trk system potassium uptake protein TrkH
GNAADAAI_00152	CDS	1368	trkA		COG0569	Trk system potassium uptake protein TrkA
GNAADAAI_00153	CDS	264	rpsT		COG0268	30S ribosomal protein S20
GNAADAAI_00154	CDS	2094	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GNAADAAI_00155	CDS	873	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
GNAADAAI_00156	CDS	741	recO		COG1381	DNA repair protein RecO
GNAADAAI_00157	CDS	876	rodZ			Cytoskeleton protein RodZ
GNAADAAI_00158	CDS	939	surA_1	5.2.1.8		Chaperone SurA
GNAADAAI_00159	CDS	963	surA_2	5.2.1.8		Chaperone SurA
GNAADAAI_00160	CDS	3450	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GNAADAAI_00161	CDS	480	cheW		COG0835	Chemotaxis protein CheW
GNAADAAI_00162	CDS	219				hypothetical protein
GNAADAAI_00163	CDS	1347	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
GNAADAAI_00164	CDS	726	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
GNAADAAI_00165	CDS	375	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
GNAADAAI_00166	CDS	1536	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GNAADAAI_00167	CDS	450		2.7.7.-		A-adding tRNA nucleotidyltransferase
GNAADAAI_00168	CDS	495	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GNAADAAI_00169	CDS	1239	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
GNAADAAI_00170	CDS	1602	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
GNAADAAI_00171	CDS	840				hypothetical protein
GNAADAAI_00172	CDS	2232				hypothetical protein
GNAADAAI_00173	CDS	420				hypothetical protein
GNAADAAI_00174	CDS	261				hypothetical protein
GNAADAAI_00175	CDS	2814	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GNAADAAI_00176	CDS	471	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GNAADAAI_00177	CDS	756	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GNAADAAI_00178	CDS	237				hypothetical protein
GNAADAAI_00179	CDS	924	cpoB_1			Cell division coordinator CpoB
GNAADAAI_00180	CDS	429	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GNAADAAI_00181	CDS	513				hypothetical protein
GNAADAAI_00182	CDS	741				hypothetical protein
GNAADAAI_00183	CDS	1305				hypothetical protein
GNAADAAI_00184	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
GNAADAAI_00185	CDS	579	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
GNAADAAI_00186	CDS	684				hypothetical protein
GNAADAAI_00187	CDS	1809	uvrC		COG0322	UvrABC system protein C
GNAADAAI_00188	CDS	1368				hypothetical protein
GNAADAAI_00189	CDS	1371				hypothetical protein
GNAADAAI_00190	CDS	1311	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GNAADAAI_00191	CDS	900	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GNAADAAI_00192	CDS	765	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
GNAADAAI_00193	CDS	312	rpsF		COG0360	30S ribosomal protein S6
GNAADAAI_00194	CDS	261				hypothetical protein
GNAADAAI_00195	CDS	534				hypothetical protein
GNAADAAI_00196	CDS	1428	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
GNAADAAI_00197	CDS	1296		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GNAADAAI_00198	CDS	504				hypothetical protein
GNAADAAI_00199	CDS	1452				hypothetical protein
GNAADAAI_00200	CDS	744	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
GNAADAAI_00201	CDS	1296			COG2067	47 kDa outer membrane protein
GNAADAAI_00202	CDS	1296			COG2067	47 kDa outer membrane protein
GNAADAAI_00203	CDS	1557				hypothetical protein
GNAADAAI_00204	CDS	987	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
GNAADAAI_00205	CDS	735				putative protein
GNAADAAI_00206	CDS	828				hypothetical protein
GNAADAAI_00207	CDS	441				hypothetical protein
GNAADAAI_00208	CDS	315				hypothetical protein
GNAADAAI_00209	CDS	990				hypothetical protein
GNAADAAI_00210	CDS	300				hypothetical protein
GNAADAAI_00211	CDS	333				hypothetical protein
GNAADAAI_00212	CDS	507				hypothetical protein
GNAADAAI_00213	CDS	1566				hypothetical protein
GNAADAAI_00214	tRNA	77				tRNA-Arg(ccg)
GNAADAAI_00215	CDS	357				hypothetical protein
GNAADAAI_00216	CDS	441				hypothetical protein
GNAADAAI_00217	CDS	255				hypothetical protein
GNAADAAI_00218	CDS	348				hypothetical protein
GNAADAAI_00219	CDS	858	intS		COG0582	Prophage integrase IntS
GNAADAAI_00220	CDS	591				hypothetical protein
GNAADAAI_00221	CDS	180				hypothetical protein
GNAADAAI_00222	CDS	126				hypothetical protein
GNAADAAI_00223	CDS	516				hypothetical protein
GNAADAAI_00224	CDS	171				hypothetical protein
GNAADAAI_00225	CDS	762				hypothetical protein
GNAADAAI_00226	CDS	1428	tolQ_1			Tol-Pal system protein TolQ
GNAADAAI_00227	CDS	585	tolQ_2			Tol-Pal system protein TolQ
GNAADAAI_00228	CDS	414	tolR			Tol-Pal system protein TolR
GNAADAAI_00229	CDS	912				hypothetical protein
GNAADAAI_00230	CDS	747	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
GNAADAAI_00231	CDS	843	folP	2.5.1.15	COG0294	Dihydropteroate synthase
GNAADAAI_00232	CDS	2055	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GNAADAAI_00233	tRNA	94				tRNA-SeC(tca)
GNAADAAI_00234	CDS	999	hhaIM	2.1.1.37		Modification methylase HhaI
GNAADAAI_00235	CDS	534				hypothetical protein
GNAADAAI_00236	CDS	1383	argH	4.3.2.1	COG0165	Argininosuccinate lyase
GNAADAAI_00237	CDS	1236	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GNAADAAI_00238	CDS	978	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GNAADAAI_00239	CDS	456	ybeY	3.1.-.-		Endoribonuclease YbeY
GNAADAAI_00240	CDS	981			COG1702	PhoH-like protein
GNAADAAI_00241	CDS	369	cheY_2		COG0784	Chemotaxis protein CheY
GNAADAAI_00242	CDS	1167	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
GNAADAAI_00243	CDS	1473	putP		COG0591	High-affinity proline transporter PutP
GNAADAAI_00244	CDS	162				hypothetical protein
GNAADAAI_00245	CDS	390				hypothetical protein
GNAADAAI_00246	CDS	675				hypothetical protein
GNAADAAI_00247	tRNA	84				tRNA-Leu(tag)
GNAADAAI_00248	CDS	1362	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
GNAADAAI_00249	CDS	1953				hypothetical protein
GNAADAAI_00250	CDS	1431				hypothetical protein
GNAADAAI_00251	CDS	273	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
GNAADAAI_00252	CDS	1665	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
GNAADAAI_00253	CDS	120				hypothetical protein
GNAADAAI_00254	CDS	711				hypothetical protein
GNAADAAI_00255	CDS	1176				hypothetical protein
GNAADAAI_00256	CDS	1167	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GNAADAAI_00257	CDS	1263	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNAADAAI_00258	CDS	1119	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNAADAAI_00259	CDS	618	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
GNAADAAI_00260	CDS	1158				hypothetical protein
GNAADAAI_00261	CDS	789				hypothetical protein
GNAADAAI_00262	CDS	678				hypothetical protein
GNAADAAI_00263	CDS	735	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
GNAADAAI_00264	CDS	4869				hypothetical protein
GNAADAAI_00265	CDS	1974				hypothetical protein
GNAADAAI_00266	CDS	1962				hypothetical protein
GNAADAAI_00267	CDS	897				hypothetical protein
GNAADAAI_00268	CDS	447				hypothetical protein
GNAADAAI_00269	CDS	429				hypothetical protein
GNAADAAI_00270	CDS	939				hypothetical protein
GNAADAAI_00271	CDS	1143		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
GNAADAAI_00272	CDS	303				hypothetical protein
GNAADAAI_00273	CDS	945				hypothetical protein
GNAADAAI_00274	CDS	411	cheY_3		COG0784	Chemotaxis protein CheY
GNAADAAI_00275	CDS	327				hypothetical protein
GNAADAAI_00276	CDS	177				hypothetical protein
GNAADAAI_00277	CDS	300				hypothetical protein
GNAADAAI_00278	CDS	912	trxB	1.8.1.9		Thioredoxin reductase
GNAADAAI_00279	CDS	681				hypothetical protein
GNAADAAI_00280	CDS	747				hypothetical protein
GNAADAAI_00281	CDS	1158	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
GNAADAAI_00282	CDS	981	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
GNAADAAI_00283	CDS	588	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
GNAADAAI_00284	CDS	669	rnfE_1	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
GNAADAAI_00285	CDS	264	rnfA_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
GNAADAAI_00286	CDS	1224				hypothetical protein
GNAADAAI_00287	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
GNAADAAI_00288	CDS	1200	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
GNAADAAI_00289	CDS	771	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
GNAADAAI_00290	CDS	618	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
GNAADAAI_00291	CDS	609	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
GNAADAAI_00292	CDS	1227	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
GNAADAAI_00293	CDS	1035	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
GNAADAAI_00294	CDS	204				hypothetical protein
GNAADAAI_00295	CDS	948	hydA	1.12.2.1	COG1740	Periplasmic [NiFe] hydrogenase small subunit
GNAADAAI_00296	CDS	543	hydB_1	1.12.2.1	COG0374	Periplasmic [NiFe] hydrogenase large subunit
GNAADAAI_00297	CDS	1029	hydB_2	1.12.2.1		Periplasmic [NiFe] hydrogenase large subunit
GNAADAAI_00298	CDS	492	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
GNAADAAI_00299	CDS	258				hypothetical protein
GNAADAAI_00300	CDS	1107	pepT	3.4.11.4	COG2195	Peptidase T
GNAADAAI_00301	CDS	504	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
GNAADAAI_00302	CDS	414				Cytochrome c3
GNAADAAI_00303	CDS	744	fdhB			Formate dehydrogenase subunit beta
GNAADAAI_00304	CDS	2424	fdhA_1	1.17.1.9		Formate dehydrogenase subunit alpha
GNAADAAI_00305	CDS	588	fdhA_2	1.17.1.9		Formate dehydrogenase subunit alpha
GNAADAAI_00306	CDS	1062	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
GNAADAAI_00307	CDS	1698				hypothetical protein
GNAADAAI_00308	CDS	207				hypothetical protein
GNAADAAI_00309	CDS	1026				hypothetical protein
GNAADAAI_00310	CDS	1026	mreB			Cell shape-determining protein MreB
GNAADAAI_00311	CDS	516	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
GNAADAAI_00312	CDS	537	mshD	2.3.1.189		Mycothiol acetyltransferase
GNAADAAI_00313	CDS	1191	pgk/tpi_1		COG0126	Bifunctional PGK/TIM
GNAADAAI_00314	CDS	756	pgk/tpi_2		COG0126	Bifunctional PGK/TIM
GNAADAAI_00315	CDS	339	secG		COG1314	Protein-export membrane protein SecG
GNAADAAI_00316	tRNA	87				tRNA-Leu(gag)
GNAADAAI_00317	tRNA	87				tRNA-Leu(gag)
GNAADAAI_00318	CDS	1434	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
GNAADAAI_00319	tRNA	87				tRNA-Leu(gag)
GNAADAAI_00320	tRNA	87				tRNA-Leu(gag)
GNAADAAI_00321	CDS	1374				Bacteriohemerythrin
GNAADAAI_00322	CDS	198				hypothetical protein
GNAADAAI_00323	CDS	117				hypothetical protein
GNAADAAI_00324	CDS	2088	cpoB_2			Cell division coordinator CpoB
GNAADAAI_00325	CDS	267				hypothetical protein
GNAADAAI_00326	CDS	447				hypothetical protein
GNAADAAI_00327	CDS	1167	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GNAADAAI_00328	CDS	912	xerD			Tyrosine recombinase XerD
GNAADAAI_00329	CDS	2664		2.7.7.-	COG0517	A-adding tRNA nucleotidyltransferase
GNAADAAI_00330	CDS	489		2.7.7.53	COG0537	AP-4-A phosphorylase
GNAADAAI_00331	CDS	357				hypothetical protein
GNAADAAI_00332	CDS	1140	lapB		COG2956	Lipopolysaccharide assembly protein B
GNAADAAI_00333	CDS	768				hypothetical protein
GNAADAAI_00334	CDS	1548	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
GNAADAAI_00335	CDS	1260	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
GNAADAAI_00336	CDS	495	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
GNAADAAI_00337	CDS	1068	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
GNAADAAI_00338	CDS	504				hypothetical protein
GNAADAAI_00339	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GNAADAAI_00340	CDS	696				hypothetical protein
GNAADAAI_00341	CDS	276	hup_1			DNA-binding protein HU
GNAADAAI_00342	CDS	825	ylxH_2		COG0455	Flagellum site-determining protein YlxH
GNAADAAI_00343	CDS	852				hypothetical protein
GNAADAAI_00344	CDS	936	prfB			Peptide chain release factor 2
GNAADAAI_00345	CDS	1527	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
GNAADAAI_00346	CDS	819	corC		COG4535	Magnesium and cobalt efflux protein CorC
GNAADAAI_00347	CDS	1035				hypothetical protein
GNAADAAI_00348	CDS	1884	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
GNAADAAI_00349	CDS	1221	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
GNAADAAI_00350	CDS	291				hypothetical protein
GNAADAAI_00351	CDS	189	dadD	3.5.4.31		5'-deoxyadenosine deaminase
GNAADAAI_00352	CDS	747	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
GNAADAAI_00353	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GNAADAAI_00354	CDS	450				hypothetical protein
GNAADAAI_00355	CDS	789	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GNAADAAI_00356	CDS	273	hup_2			DNA-binding protein HU
GNAADAAI_00357	CDS	177				hypothetical protein
GNAADAAI_00358	CDS	201	rpsU		COG0828	30S ribosomal protein S21
GNAADAAI_00359	CDS	447	yqeY		COG1610	putative protein YqeY
GNAADAAI_00360	CDS	2322	mutS2	3.1.-.-		Endonuclease MutS2
GNAADAAI_00361	CDS	1740	dnaG	2.7.7.-		DNA primase
GNAADAAI_00362	CDS	1758	rpoD		COG0568	RNA polymerase sigma factor RpoD
GNAADAAI_00363	CDS	960	cobD		COG1270	Cobalamin biosynthesis protein CobD
GNAADAAI_00364	CDS	1950				hypothetical protein
GNAADAAI_00365	CDS	768	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GNAADAAI_00366	CDS	420	ndk	2.7.4.6		Nucleoside diphosphate kinase
GNAADAAI_00367	CDS	795	cmpC	3.6.3.-	COG0715	Bicarbonate transport ATP-binding protein CmpC
GNAADAAI_00368	CDS	903				hypothetical protein
GNAADAAI_00369	CDS	771				hypothetical protein
GNAADAAI_00370	CDS	246				hypothetical protein
GNAADAAI_00371	CDS	450				hypothetical protein
GNAADAAI_00372	CDS	315				hypothetical protein
GNAADAAI_00373	CDS	1032				hypothetical protein
GNAADAAI_00374	CDS	606				hypothetical protein
GNAADAAI_00375	CDS	117				hypothetical protein
GNAADAAI_00376	CDS	492				hypothetical protein
GNAADAAI_00377	CDS	225				hypothetical protein
GNAADAAI_00378	CDS	174				hypothetical protein
