locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNMIGJBM_00042	CDS	828	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
JNMIGJBM_00043	CDS	840				hypothetical protein
JNMIGJBM_00044	CDS	432				hypothetical protein
JNMIGJBM_00045	CDS	495				hypothetical protein
JNMIGJBM_00046	CDS	699				hypothetical protein
JNMIGJBM_00047	CDS	1614	nfdA	3.5.1.91		N-substituted formamide deformylase
JNMIGJBM_00048	CDS	324				hypothetical protein
JNMIGJBM_00049	CDS	1767				hypothetical protein
JNMIGJBM_00050	CDS	3024	cpoB_1			Cell division coordinator CpoB
JNMIGJBM_00051	CDS	684	ftsE		COG2884	Cell division ATP-binding protein FtsE
JNMIGJBM_00052	CDS	1119				hypothetical protein
JNMIGJBM_00053	CDS	1290				hypothetical protein
JNMIGJBM_00054	CDS	882				hypothetical protein
JNMIGJBM_00055	CDS	396	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
JNMIGJBM_00056	CDS	879				IS982 family transposase ISRa1
JNMIGJBM_00057	CDS	513				hypothetical protein
JNMIGJBM_00058	CDS	537		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
JNMIGJBM_00059	CDS	699	mutS_1		COG0249	DNA mismatch repair protein MutS
JNMIGJBM_00060	CDS	153				hypothetical protein
JNMIGJBM_00061	CDS	1296	mutS_2		COG0249	DNA mismatch repair protein MutS
JNMIGJBM_00062	tRNA	73				tRNA-Gly(gcc)
JNMIGJBM_00063	tRNA	86				tRNA-Leu(taa)
JNMIGJBM_00064	CDS	393				hypothetical protein
JNMIGJBM_00065	CDS	1263	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
JNMIGJBM_00066	CDS	1119	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
JNMIGJBM_00067	CDS	1026	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JNMIGJBM_00068	CDS	1263			COG1228	putative protein
JNMIGJBM_00069	CDS	339				hypothetical protein
JNMIGJBM_00070	CDS	1779	mutS_3			DNA mismatch repair protein MutS
JNMIGJBM_00071	CDS	723				hypothetical protein
JNMIGJBM_00072	CDS	855				hypothetical protein
JNMIGJBM_00073	CDS	1038				hypothetical protein
JNMIGJBM_00074	CDS	837				hypothetical protein
JNMIGJBM_00075	CDS	891				hypothetical protein
JNMIGJBM_00076	CDS	939				hypothetical protein
JNMIGJBM_00077	CDS	696	lytR_1		COG3279	Sensory transduction protein LytR
JNMIGJBM_00078	CDS	552		3.4.14.-		Asp/Glu-specific dipeptidyl-peptidase
JNMIGJBM_00079	CDS	999		3.4.14.-		Asp/Glu-specific dipeptidyl-peptidase
JNMIGJBM_00080	CDS	537				hypothetical protein
JNMIGJBM_00081	CDS	1143	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
JNMIGJBM_00082	CDS	435	yafV_1	3.5.1.3		Omega-amidase YafV
JNMIGJBM_00083	CDS	393	yafV_2	3.5.1.3		Omega-amidase YafV
JNMIGJBM_00084	CDS	1611				hypothetical protein
JNMIGJBM_00085	CDS	690				hypothetical protein
JNMIGJBM_00086	CDS	879				hypothetical protein
JNMIGJBM_00087	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
JNMIGJBM_00088	CDS	2694				hypothetical protein
JNMIGJBM_00089	CDS	417				hypothetical protein
JNMIGJBM_00090	CDS	444				hypothetical protein
JNMIGJBM_00091	CDS	3429				hypothetical protein
JNMIGJBM_00092	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JNMIGJBM_00093	CDS	960	pal_1			Peptidoglycan-associated lipoprotein
JNMIGJBM_00094	CDS	1038	tas		COG0667	Protein tas
JNMIGJBM_00095	CDS	1308	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
JNMIGJBM_00096	CDS	930				hypothetical protein
JNMIGJBM_00097	CDS	1545	rng	3.1.26.-	COG1530	Ribonuclease G
JNMIGJBM_00098	CDS	291			COG0776	DNA-binding protein HU
JNMIGJBM_00099	CDS	1041	mutY	3.2.2.31		Adenine DNA glycosylase
JNMIGJBM_00100	CDS	444	ssb		COG0629	Single-stranded DNA-binding protein
JNMIGJBM_00101	CDS	900				hypothetical protein
JNMIGJBM_00102	CDS	213				hypothetical protein
JNMIGJBM_00103	CDS	252				hypothetical protein
JNMIGJBM_00104	CDS	1497				hypothetical protein
JNMIGJBM_00105	CDS	903				hypothetical protein
JNMIGJBM_00106	CDS	2148	btuB			Vitamin B12 transporter BtuB
JNMIGJBM_00107	CDS	1431				hypothetical protein
JNMIGJBM_00108	CDS	1248				hypothetical protein
JNMIGJBM_00109	CDS	2790				hypothetical protein
JNMIGJBM_00110	CDS	240				hypothetical protein
JNMIGJBM_00111	CDS	2547				hypothetical protein
JNMIGJBM_00112	CDS	1371	pal_2			Peptidoglycan-associated lipoprotein
JNMIGJBM_00113	CDS	1041	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
JNMIGJBM_00114	CDS	3072	recB	3.1.11.5		RecBCD enzyme subunit RecB
JNMIGJBM_00115	CDS	609	sodA	1.15.1.1		Superoxide dismutase [Mn]
JNMIGJBM_00116	CDS	1731				hypothetical protein
JNMIGJBM_00117	CDS	846				IS982 family transposase ISRa1
JNMIGJBM_00118	CDS	888				IS1182 family transposase ISMsp1
JNMIGJBM_00119	CDS	234				hypothetical protein
JNMIGJBM_00120	CDS	2718				hypothetical protein
JNMIGJBM_00121	CDS	1443				hypothetical protein
JNMIGJBM_00122	CDS	1872				hypothetical protein
JNMIGJBM_00123	CDS	264	aceK	2.7.11.5		Isocitrate dehydrogenase kinase/phosphatase
JNMIGJBM_00124	CDS	834	gltA2	2.3.3.16	COG0372	Citrate synthase 1
JNMIGJBM_00125	CDS	1293	eno	4.2.1.11	COG0148	Enolase
JNMIGJBM_00126	CDS	1107	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
JNMIGJBM_00127	CDS	645				hypothetical protein
JNMIGJBM_00128	CDS	630				hypothetical protein
JNMIGJBM_00129	CDS	474				hypothetical protein
JNMIGJBM_00130	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
JNMIGJBM_00131	CDS	606	rpsD			30S ribosomal protein S4
JNMIGJBM_00132	CDS	384	rpsK			30S ribosomal protein S11
JNMIGJBM_00133	CDS	375	rpsM			30S ribosomal protein S13
JNMIGJBM_00134	CDS	216	infA		COG0361	Translation initiation factor IF-1
JNMIGJBM_00135	CDS	1365	secY		COG0201	Protein translocase subunit SecY
JNMIGJBM_00136	CDS	453	rplO		COG0200	50S ribosomal protein L15
JNMIGJBM_00137	CDS	180	rpmD		COG1841	50S ribosomal protein L30
JNMIGJBM_00138	CDS	525	rpsE		COG0098	30S ribosomal protein S5
JNMIGJBM_00139	CDS	354	rplR			50S ribosomal protein L18
JNMIGJBM_00140	CDS	543	rplF			50S ribosomal protein L6
JNMIGJBM_00141	CDS	399	rpsH		COG0096	30S ribosomal protein S8
JNMIGJBM_00142	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
JNMIGJBM_00143	CDS	552	rplE			50S ribosomal protein L5
JNMIGJBM_00144	CDS	309	rplX		COG0198	50S ribosomal protein L24
JNMIGJBM_00145	CDS	369	rplN			50S ribosomal protein L14
JNMIGJBM_00146	CDS	258	rpsQ		COG0186	30S ribosomal protein S17
JNMIGJBM_00147	CDS	198				hypothetical protein
JNMIGJBM_00148	CDS	420	rplP		COG0197	50S ribosomal protein L16
JNMIGJBM_00149	CDS	714	rpsC		COG0092	30S ribosomal protein S3
JNMIGJBM_00150	CDS	411				hypothetical protein
JNMIGJBM_00151	CDS	282	rpsS		COG0185	30S ribosomal protein S19
JNMIGJBM_00152	CDS	828	rplB		COG0090	50S ribosomal protein L2
JNMIGJBM_00153	CDS	291	rplW			50S ribosomal protein L23
JNMIGJBM_00154	CDS	630	rplD			50S ribosomal protein L4
JNMIGJBM_00155	CDS	618	rplC		COG0087	50S ribosomal protein L3
JNMIGJBM_00156	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
JNMIGJBM_00157	CDS	2127	fusA_1		COG0480	Elongation factor G
JNMIGJBM_00158	CDS	477	rpsG			30S ribosomal protein S7
JNMIGJBM_00159	CDS	375	rpsL			30S ribosomal protein S12
JNMIGJBM_00160	CDS	423				hypothetical protein
JNMIGJBM_00161	CDS	1170				hypothetical protein
JNMIGJBM_00162	CDS	1929				hypothetical protein
JNMIGJBM_00163	CDS	825				hypothetical protein
JNMIGJBM_00164	CDS	2613	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
JNMIGJBM_00165	CDS	966				hypothetical protein
JNMIGJBM_00166	CDS	306				hypothetical protein
JNMIGJBM_00167	CDS	570	kstR2			HTH-type transcriptional repressor KstR2
JNMIGJBM_00168	CDS	1074	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
JNMIGJBM_00169	CDS	987	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
JNMIGJBM_00170	CDS	285	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
JNMIGJBM_00171	CDS	753	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
JNMIGJBM_00172	CDS	501	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
JNMIGJBM_00173	CDS	786	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
JNMIGJBM_00174	CDS	1170	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
JNMIGJBM_00175	CDS	408	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
JNMIGJBM_00176	CDS	1212	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
JNMIGJBM_00177	CDS	2538	paaZ		COG2030	Bifunctional protein PaaZ
JNMIGJBM_00178	CDS	1506	yfeW	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
JNMIGJBM_00179	CDS	753	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
JNMIGJBM_00180	CDS	291				hypothetical protein
JNMIGJBM_00181	CDS	597	caiE			Carnitine operon protein CaiE
JNMIGJBM_00182	CDS	1320	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
JNMIGJBM_00183	CDS	903	ilvK	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase 2
JNMIGJBM_00184	CDS	417				hypothetical protein
JNMIGJBM_00185	CDS	1002				hypothetical protein
JNMIGJBM_00186	CDS	1290				hypothetical protein
JNMIGJBM_00187	CDS	192				hypothetical protein
JNMIGJBM_00188	CDS	555	lptC			Lipopolysaccharide export system protein LptC
JNMIGJBM_00189	CDS	1386	ycf3			Photosystem I assembly protein Ycf3
JNMIGJBM_00190	CDS	1317				hypothetical protein
JNMIGJBM_00191	CDS	735	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
JNMIGJBM_00192	tRNA	74				tRNA-Phe(gaa)
JNMIGJBM_00193	CDS	285				hypothetical protein
JNMIGJBM_00194	CDS	216				hypothetical protein
JNMIGJBM_00195	CDS	1470				hypothetical protein
JNMIGJBM_00196	CDS	1167				hypothetical protein
JNMIGJBM_00197	CDS	291				hypothetical protein
JNMIGJBM_00198	CDS	2094				hypothetical protein
JNMIGJBM_00199	CDS	1356	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
JNMIGJBM_00200	CDS	549				hypothetical protein
JNMIGJBM_00201	CDS	174				hypothetical protein
JNMIGJBM_00202	CDS	507				hypothetical protein
JNMIGJBM_00203	CDS	501				hypothetical protein
JNMIGJBM_00204	CDS	2418				hypothetical protein
JNMIGJBM_00205	CDS	1290				hypothetical protein
JNMIGJBM_00206	CDS	621				hypothetical protein
JNMIGJBM_00207	CDS	171				hypothetical protein
JNMIGJBM_00208	CDS	720				hypothetical protein
JNMIGJBM_00209	CDS	597				hypothetical protein
JNMIGJBM_00210	CDS	843	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
JNMIGJBM_00211	CDS	330				hypothetical protein
JNMIGJBM_00212	CDS	378				hypothetical protein
JNMIGJBM_00213	CDS	708				hypothetical protein
JNMIGJBM_00214	CDS	642	nudL	3.6.1.-		putative Nudix hydrolase NudL
JNMIGJBM_00215	CDS	798				hypothetical protein
JNMIGJBM_00216	CDS	636				hypothetical protein
JNMIGJBM_00217	CDS	495	rpoE_1		COG1595	ECF RNA polymerase sigma-E factor
JNMIGJBM_00218	CDS	129				hypothetical protein
JNMIGJBM_00219	CDS	672				hypothetical protein
JNMIGJBM_00220	CDS	2154				hypothetical protein
JNMIGJBM_00221	CDS	732				hypothetical protein
JNMIGJBM_00222	CDS	882				hypothetical protein
JNMIGJBM_00223	CDS	423				hypothetical protein
JNMIGJBM_00224	CDS	618				hypothetical protein
JNMIGJBM_00225	CDS	1344				hypothetical protein
JNMIGJBM_00226	CDS	348				hypothetical protein
JNMIGJBM_00227	CDS	354				hypothetical protein
JNMIGJBM_00228	CDS	756	lytR_2		COG3279	Sensory transduction protein LytR
JNMIGJBM_00229	CDS	246				hypothetical protein
JNMIGJBM_00230	CDS	1182				hypothetical protein
JNMIGJBM_00231	CDS	579				hypothetical protein
JNMIGJBM_00232	CDS	834				hypothetical protein
JNMIGJBM_00233	CDS	933	hyfR		COG3604	DNA-binding transcriptional activator HyfR
JNMIGJBM_00234	CDS	1416	cca	2.7.7.72		Multifunctional CCA protein
JNMIGJBM_00235	CDS	966	ctaA	1.3.-.-	COG1612	Heme A synthase
JNMIGJBM_00236	CDS	516				hypothetical protein
JNMIGJBM_00237	CDS	897	bcrA			Bacitracin transport ATP-binding protein BcrA
JNMIGJBM_00238	CDS	828				hypothetical protein
JNMIGJBM_00239	CDS	3450				hypothetical protein
JNMIGJBM_00240	CDS	1785				hypothetical protein
JNMIGJBM_00241	CDS	600				hypothetical protein
JNMIGJBM_00242	CDS	5166				hypothetical protein
JNMIGJBM_00243	CDS	2328				hypothetical protein
JNMIGJBM_00244	CDS	1173	uvrB_1		COG0556	UvrABC system protein B
JNMIGJBM_00245	CDS	867	uvrB_2			UvrABC system protein B
JNMIGJBM_00246	CDS	402				hypothetical protein
JNMIGJBM_00247	CDS	705				hypothetical protein
JNMIGJBM_00248	CDS	546	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
JNMIGJBM_00249	CDS	894				hypothetical protein
JNMIGJBM_00250	CDS	450				hypothetical protein
JNMIGJBM_00251	CDS	555	resA_1			Thiol-disulfide oxidoreductase ResA
JNMIGJBM_00252	CDS	336	csaA		COG0073	putative chaperone CsaA
JNMIGJBM_00253	CDS	891	panS		COG0385	Pantothenate precursors transporter PanS
JNMIGJBM_00254	CDS	954				hypothetical protein
JNMIGJBM_00255	CDS	2511				hypothetical protein
JNMIGJBM_00256	CDS	375				hypothetical protein
JNMIGJBM_00257	CDS	1776	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
JNMIGJBM_00258	CDS	210				hypothetical protein
JNMIGJBM_00259	CDS	186		1.4.1.20	COG0334	Phenylalanine dehydrogenase
JNMIGJBM_00260	CDS	216	ldh_1	1.4.1.9	COG0334	Leucine dehydrogenase
JNMIGJBM_00261	CDS	417	ldh_2	1.4.1.9		Leucine dehydrogenase
JNMIGJBM_00262	CDS	945	nusB			Transcription antitermination protein NusB
JNMIGJBM_00263	CDS	495				hypothetical protein
JNMIGJBM_00264	CDS	291				hypothetical protein
JNMIGJBM_00265	CDS	600				hypothetical protein
JNMIGJBM_00266	CDS	1242	pepT	3.4.11.4	COG2195	Peptidase T
JNMIGJBM_00267	CDS	1041	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
JNMIGJBM_00268	CDS	627	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
JNMIGJBM_00269	CDS	867	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
JNMIGJBM_00270	CDS	1299				hypothetical protein
JNMIGJBM_00271	CDS	132				hypothetical protein
JNMIGJBM_00272	CDS	858	irpA		COG3489	Iron-regulated protein A
JNMIGJBM_00273	CDS	1320				hypothetical protein
JNMIGJBM_00274	CDS	198				hypothetical protein
JNMIGJBM_00275	CDS	1317	sufD		COG0719	FeS cluster assembly protein SufD
JNMIGJBM_00276	CDS	753	sufC		COG0396	putative ATP-dependent transporter SufC
JNMIGJBM_00277	CDS	438				hypothetical protein
JNMIGJBM_00278	CDS	1449	sufB		COG0719	FeS cluster assembly protein SufB
JNMIGJBM_00279	CDS	360				hypothetical protein
JNMIGJBM_00280	CDS	405	erpA			Iron-sulfur cluster insertion protein ErpA
JNMIGJBM_00281	CDS	690	vraR			Response regulator protein VraR
JNMIGJBM_00282	CDS	225				hypothetical protein
JNMIGJBM_00283	CDS	234				hypothetical protein
JNMIGJBM_00284	CDS	636				hypothetical protein
JNMIGJBM_00285	CDS	627				hypothetical protein
JNMIGJBM_00286	CDS	90				hypothetical protein
JNMIGJBM_00287	CDS	972				hypothetical protein
JNMIGJBM_00288	CDS	786				hypothetical protein
JNMIGJBM_00289	CDS	327				hypothetical protein
JNMIGJBM_00290	CDS	507				hypothetical protein
JNMIGJBM_00291	CDS	384				hypothetical protein
JNMIGJBM_00292	CDS	1053	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
JNMIGJBM_00293	CDS	225				hypothetical protein
JNMIGJBM_00294	CDS	255				hypothetical protein
JNMIGJBM_00295	CDS	786	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
JNMIGJBM_00296	CDS	1296	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
JNMIGJBM_00297	CDS	846	rhaR			HTH-type transcriptional activator RhaR
JNMIGJBM_00298	CDS	738				hypothetical protein
JNMIGJBM_00299	CDS	99				hypothetical protein
JNMIGJBM_00300	CDS	558				hypothetical protein
JNMIGJBM_00301	CDS	369				hypothetical protein
JNMIGJBM_00302	CDS	888				hypothetical protein
JNMIGJBM_00303	CDS	642				hypothetical protein
JNMIGJBM_00304	CDS	726				hypothetical protein
JNMIGJBM_00305	CDS	1806				hypothetical protein
JNMIGJBM_00306	CDS	528				hypothetical protein
JNMIGJBM_00307	CDS	1191				hypothetical protein
JNMIGJBM_00308	CDS	396				hypothetical protein
JNMIGJBM_00309	CDS	2913				hypothetical protein
JNMIGJBM_00310	CDS	1266				hypothetical protein
JNMIGJBM_00311	CDS	1425				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
JNMIGJBM_00312	CDS	1743	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JNMIGJBM_00313	CDS	450	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
JNMIGJBM_00314	CDS	237				hypothetical protein
JNMIGJBM_00315	CDS	885	clcB_1			Voltage-gated ClC-type chloride channel ClcB
JNMIGJBM_00316	CDS	894	clcB_2			Voltage-gated ClC-type chloride channel ClcB
JNMIGJBM_00317	CDS	1752	aspS	6.1.1.12		Aspartate--tRNA ligase
JNMIGJBM_00318	CDS	1092	cnrA			Nickel and cobalt resistance protein CnrA
JNMIGJBM_00319	CDS	1155	purK_1	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
JNMIGJBM_00320	CDS	1446				hypothetical protein
JNMIGJBM_00321	CDS	486	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JNMIGJBM_00322	CDS	2052	prlC	3.4.24.70	COG0339	Oligopeptidase A
JNMIGJBM_00323	CDS	675				hypothetical protein
JNMIGJBM_00324	CDS	1644		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JNMIGJBM_00325	CDS	714				hypothetical protein
JNMIGJBM_00326	CDS	657				hypothetical protein
JNMIGJBM_00327	CDS	1395				hypothetical protein
JNMIGJBM_00328	CDS	555	ylaC			RNA polymerase sigma factor YlaC
JNMIGJBM_00329	CDS	258				hypothetical protein
JNMIGJBM_00330	CDS	450				hypothetical protein
JNMIGJBM_00331	CDS	1974	gcvP_1	1.4.4.2		Glycine dehydrogenase (decarboxylating)
JNMIGJBM_00332	CDS	906	gcvP_2	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
JNMIGJBM_00333	CDS	225				hypothetical protein
JNMIGJBM_00334	CDS	1059	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
JNMIGJBM_00335	CDS	522				hypothetical protein
JNMIGJBM_00336	CDS	453				hypothetical protein
JNMIGJBM_00337	CDS	456				hypothetical protein
JNMIGJBM_00338	tRNA	75				tRNA-Thr(tgt)
JNMIGJBM_00339	CDS	153				hypothetical protein
JNMIGJBM_00340	CDS	144				hypothetical protein
JNMIGJBM_00341	CDS	417				hypothetical protein
JNMIGJBM_00342	CDS	336				hypothetical protein
JNMIGJBM_00343	CDS	462	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
JNMIGJBM_00344	CDS	954	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
JNMIGJBM_00345	CDS	564				hypothetical protein
JNMIGJBM_00346	CDS	1029	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JNMIGJBM_00347	CDS	759	yaaA		COG3022	Peroxide stress resistance protein YaaA
JNMIGJBM_00348	CDS	330				hypothetical protein
JNMIGJBM_00349	CDS	2637	valS	6.1.1.9	COG0525	Valine--tRNA ligase
JNMIGJBM_00350	CDS	426				hypothetical protein
JNMIGJBM_00351	CDS	1341				hypothetical protein
JNMIGJBM_00352	CDS	1191		2.6.1.1		Aspartate aminotransferase
JNMIGJBM_00353	CDS	1014	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JNMIGJBM_00354	CDS	465	rpoE_2		COG1595	ECF RNA polymerase sigma factor RpoE
JNMIGJBM_00355	CDS	789				hypothetical protein
JNMIGJBM_00356	CDS	243				hypothetical protein
JNMIGJBM_00357	CDS	1113				hypothetical protein
JNMIGJBM_00358	CDS	555	sigW		COG1595	ECF RNA polymerase sigma factor SigW
JNMIGJBM_00359	CDS	876	lipA	2.8.1.8	COG0320	Lipoyl synthase
JNMIGJBM_00360	CDS	999	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
JNMIGJBM_00361	CDS	309				hypothetical protein
JNMIGJBM_00362	CDS	333				hypothetical protein
JNMIGJBM_00363	CDS	606	udk	2.7.1.48		Uridine kinase
JNMIGJBM_00364	tRNA	76				tRNA-Pro(tgg)
JNMIGJBM_00365	CDS	2562				hypothetical protein
JNMIGJBM_00366	CDS	654				hypothetical protein
JNMIGJBM_00367	CDS	201				hypothetical protein
JNMIGJBM_00368	CDS	516				hypothetical protein
JNMIGJBM_00369	CDS	2430				hypothetical protein
JNMIGJBM_00370	CDS	888				hypothetical protein
JNMIGJBM_00371	CDS	873				hypothetical protein
JNMIGJBM_00372	CDS	1029				hypothetical protein
JNMIGJBM_00373	CDS	612				hypothetical protein
JNMIGJBM_00374	CDS	693				hypothetical protein
JNMIGJBM_00375	CDS	981	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JNMIGJBM_00376	CDS	840				hypothetical protein
JNMIGJBM_00377	CDS	729				hypothetical protein
JNMIGJBM_00378	CDS	1791				hypothetical protein
JNMIGJBM_00379	CDS	345				hypothetical protein
JNMIGJBM_00380	CDS	459				hypothetical protein
JNMIGJBM_00381	CDS	393				hypothetical protein
JNMIGJBM_00382	CDS	1101				hypothetical protein
JNMIGJBM_00383	CDS	702	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
JNMIGJBM_00384	CDS	273		1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
JNMIGJBM_00385	CDS	1068	lhpH	4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
JNMIGJBM_00386	CDS	909	yihR		COG2017	putative protein YihR
JNMIGJBM_00387	CDS	2007	ygjK	3.2.1.-		Glucosidase YgjK
JNMIGJBM_00388	CDS	510				hypothetical protein
JNMIGJBM_00389	CDS	2613	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
JNMIGJBM_00390	CDS	474	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
JNMIGJBM_00391	CDS	1983	lacZ_1	3.2.1.23		Beta-galactosidase
JNMIGJBM_00392	CDS	1191	lacZ_2	3.2.1.23	COG3250	Beta-galactosidase
JNMIGJBM_00393	CDS	570	yidK_1		COG4146	putative symporter YidK
JNMIGJBM_00394	CDS	1014	yidK_2		COG4146	putative symporter YidK
