locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIHKHGPO_00128	CDS	828				hypothetical protein
DIHKHGPO_00129	CDS	837				hypothetical protein
DIHKHGPO_00130	CDS	672				Epimerase family protein
DIHKHGPO_00131	CDS	627				hypothetical protein
DIHKHGPO_00132	CDS	843				hypothetical protein
DIHKHGPO_00133	CDS	768	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
DIHKHGPO_00134	CDS	1134				hypothetical protein
DIHKHGPO_00135	CDS	801				hypothetical protein
DIHKHGPO_00136	CDS	558	resA_2			Thiol-disulfide oxidoreductase ResA
DIHKHGPO_00137	CDS	483				hypothetical protein
DIHKHGPO_00138	CDS	501	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
DIHKHGPO_00139	CDS	282				hypothetical protein
DIHKHGPO_00140	CDS	1635				hypothetical protein
DIHKHGPO_00141	CDS	408				hypothetical protein
DIHKHGPO_00142	CDS	1020				hypothetical protein
DIHKHGPO_00143	CDS	603	sigE		COG1595	ECF RNA polymerase sigma factor SigE
DIHKHGPO_00144	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DIHKHGPO_00145	CDS	327	thcC			Rhodocoxin
DIHKHGPO_00146	CDS	1206				hypothetical protein
DIHKHGPO_00147	CDS	726				hypothetical protein
DIHKHGPO_00148	CDS	507	yceI		COG2353	Protein YceI
DIHKHGPO_00149	CDS	711				hypothetical protein
DIHKHGPO_00150	CDS	648	hutI_1	3.5.2.7		Imidazolonepropionase
DIHKHGPO_00151	CDS	663	hutI_2	3.5.2.7	COG1228	Imidazolonepropionase
DIHKHGPO_00152	CDS	594				hypothetical protein
DIHKHGPO_00153	CDS	120				hypothetical protein
DIHKHGPO_00154	CDS	462	elaA		COG2153	Protein ElaA
DIHKHGPO_00155	CDS	366	crcB			Putative fluoride ion transporter CrcB
DIHKHGPO_00156	CDS	702				hypothetical protein
DIHKHGPO_00157	CDS	897				hypothetical protein
DIHKHGPO_00158	CDS	261				hypothetical protein
DIHKHGPO_00159	CDS	576				hypothetical protein
DIHKHGPO_00160	CDS	1224	ald2	1.4.1.1		Alanine dehydrogenase 2
DIHKHGPO_00161	CDS	741	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DIHKHGPO_00162	CDS	1176				hypothetical protein
DIHKHGPO_00163	CDS	1206	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
DIHKHGPO_00164	CDS	2196				hypothetical protein
DIHKHGPO_00165	CDS	1506				hypothetical protein
DIHKHGPO_00166	CDS	870	recF_1		COG1195	DNA replication and repair protein RecF
DIHKHGPO_00167	CDS	258	recF_2			DNA replication and repair protein RecF
DIHKHGPO_00168	CDS	1527	pal_2			Peptidoglycan-associated lipoprotein
DIHKHGPO_00169	CDS	1374				hypothetical protein
DIHKHGPO_00170	CDS	201	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
DIHKHGPO_00171	CDS	1812	uvrC		COG0322	UvrABC system protein C
DIHKHGPO_00172	CDS	429				hypothetical protein
DIHKHGPO_00173	CDS	381	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
DIHKHGPO_00174	CDS	408	birA_2	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
DIHKHGPO_00175	CDS	399	rsfS		COG0799	Ribosomal silencing factor RsfS
DIHKHGPO_00176	CDS	2028	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
DIHKHGPO_00177	CDS	300				hypothetical protein
DIHKHGPO_00178	CDS	984				hypothetical protein
DIHKHGPO_00179	CDS	1857	rho	3.6.4.-		Transcription termination factor Rho
DIHKHGPO_00180	CDS	1284	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DIHKHGPO_00181	CDS	807	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
DIHKHGPO_00182	CDS	963				hypothetical protein
DIHKHGPO_00183	CDS	1020				hypothetical protein
DIHKHGPO_00184	CDS	246				hypothetical protein
DIHKHGPO_00185	CDS	741				hypothetical protein
DIHKHGPO_00186	CDS	717	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
DIHKHGPO_00187	CDS	1938	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
DIHKHGPO_00188	CDS	3429				hypothetical protein
DIHKHGPO_00189	CDS	441				hypothetical protein
DIHKHGPO_00190	CDS	1005	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DIHKHGPO_00191	CDS	741	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DIHKHGPO_00192	CDS	792				hypothetical protein
DIHKHGPO_00193	CDS	432				hypothetical protein
DIHKHGPO_00194	CDS	780	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DIHKHGPO_00195	CDS	327				hypothetical protein
DIHKHGPO_00196	CDS	1026				hypothetical protein
DIHKHGPO_00197	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
DIHKHGPO_00198	CDS	633				hypothetical protein
DIHKHGPO_00199	CDS	438				hypothetical protein
DIHKHGPO_00200	CDS	1263				hypothetical protein
DIHKHGPO_00201	CDS	726	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
DIHKHGPO_00202	CDS	327		2.8.1.-	COG0607	Sulfurtransferase
DIHKHGPO_00203	CDS	1581				hypothetical protein
DIHKHGPO_00204	CDS	444				hypothetical protein
DIHKHGPO_00205	CDS	735				hypothetical protein
DIHKHGPO_00206	CDS	945		1.1.1.81	COG0111	Hydroxypyruvate reductase
DIHKHGPO_00207	CDS	768	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DIHKHGPO_00208	CDS	1134	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
DIHKHGPO_00209	CDS	537				hypothetical protein
DIHKHGPO_00210	CDS	987				hypothetical protein
DIHKHGPO_00211	CDS	420				hypothetical protein
DIHKHGPO_00212	CDS	252				hypothetical protein
DIHKHGPO_00213	CDS	228				hypothetical protein
DIHKHGPO_00214	CDS	1452	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
DIHKHGPO_00215	CDS	141				hypothetical protein
DIHKHGPO_00216	CDS	1638				hypothetical protein
DIHKHGPO_00217	CDS	1302	norR			Anaerobic nitric oxide reductase transcription regulator NorR
DIHKHGPO_00218	CDS	348				hypothetical protein
DIHKHGPO_00219	CDS	2901	lptD			LPS-assembly protein LptD
DIHKHGPO_00220	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
DIHKHGPO_00221	CDS	123				hypothetical protein
DIHKHGPO_00222	CDS	1113				hypothetical protein
DIHKHGPO_00223	CDS	177				hypothetical protein
DIHKHGPO_00224	CDS	273	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
DIHKHGPO_00225	CDS	852	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase
DIHKHGPO_00226	CDS	1119				hypothetical protein
DIHKHGPO_00227	CDS	1278				hypothetical protein
DIHKHGPO_00228	CDS	606				hypothetical protein
DIHKHGPO_00229	CDS	417				hypothetical protein
DIHKHGPO_00230	CDS	1485				hypothetical protein
DIHKHGPO_00231	CDS	1119	dnaN		COG0592	Beta sliding clamp
DIHKHGPO_00232	CDS	462				hypothetical protein
DIHKHGPO_00233	CDS	240				hypothetical protein
DIHKHGPO_00234	CDS	507	pal_3			Peptidoglycan-associated lipoprotein
DIHKHGPO_00235	CDS	486				hypothetical protein
DIHKHGPO_00236	CDS	1530	bicA		COG0659	Bicarbonate transporter BicA
DIHKHGPO_00237	CDS	189	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DIHKHGPO_00238	CDS	1344	deaD_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DIHKHGPO_00239	CDS	222				hypothetical protein
DIHKHGPO_00240	CDS	468	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
DIHKHGPO_00241	CDS	453				hypothetical protein
DIHKHGPO_00242	CDS	339				hypothetical protein
DIHKHGPO_00243	CDS	552				hypothetical protein
DIHKHGPO_00244	CDS	501				hypothetical protein
DIHKHGPO_00245	CDS	423	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DIHKHGPO_00246	CDS	312	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DIHKHGPO_00247	CDS	849				hypothetical protein
DIHKHGPO_00248	CDS	483	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
DIHKHGPO_00249	CDS	189	rpmG2			50S ribosomal protein L33 2
DIHKHGPO_00250	CDS	399				hypothetical protein
DIHKHGPO_00251	tRNA	75				tRNA-Arg(acg)
DIHKHGPO_00252	CDS	1545				hypothetical protein
DIHKHGPO_00253	CDS	1098				hypothetical protein
DIHKHGPO_00254	CDS	96				hypothetical protein
DIHKHGPO_00255	CDS	423				hypothetical protein
DIHKHGPO_00256	CDS	513				hypothetical protein
DIHKHGPO_00257	CDS	2358				hypothetical protein
DIHKHGPO_00258	CDS	2673	rep	3.6.4.12		ATP-dependent DNA helicase Rep
DIHKHGPO_00259	CDS	420				hypothetical protein
DIHKHGPO_00260	CDS	372				hypothetical protein
DIHKHGPO_00261	CDS	504				hypothetical protein
DIHKHGPO_00262	CDS	234				hypothetical protein
DIHKHGPO_00263	CDS	456				hypothetical protein
DIHKHGPO_00264	CDS	405	rbfA			Ribosome-binding factor A
DIHKHGPO_00265	CDS	1251	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
DIHKHGPO_00266	CDS	387				hypothetical protein
DIHKHGPO_00267	CDS	258				hypothetical protein
DIHKHGPO_00268	CDS	537				hypothetical protein
DIHKHGPO_00269	CDS	240	acpA		COG0236	Acyl carrier protein
DIHKHGPO_00270	CDS	606	glpG	3.4.21.105		Rhomboid protease GlpG
DIHKHGPO_00271	CDS	999				hypothetical protein
DIHKHGPO_00272	CDS	1137				hypothetical protein
DIHKHGPO_00273	CDS	984				hypothetical protein
DIHKHGPO_00274	CDS	729	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
DIHKHGPO_00275	CDS	561				hypothetical protein
DIHKHGPO_00276	CDS	1791	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
DIHKHGPO_00277	CDS	99				hypothetical protein
DIHKHGPO_00278	CDS	531				hypothetical protein
DIHKHGPO_00279	CDS	888	nadK	2.7.1.23		NAD kinase
DIHKHGPO_00280	CDS	1383				hypothetical protein
DIHKHGPO_00281	CDS	420				hypothetical protein
DIHKHGPO_00282	CDS	1116				hypothetical protein
DIHKHGPO_00283	CDS	1566	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
DIHKHGPO_00284	CDS	804	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
DIHKHGPO_00285	CDS	909				hypothetical protein
DIHKHGPO_00286	CDS	432	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
DIHKHGPO_00287	CDS	285				hypothetical protein
DIHKHGPO_00288	CDS	1335				hypothetical protein
DIHKHGPO_00289	CDS	2814	mfd	3.6.4.-		Transcription-repair-coupling factor
DIHKHGPO_00290	CDS	447				hypothetical protein
DIHKHGPO_00291	CDS	2016	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
DIHKHGPO_00292	CDS	1083				hypothetical protein
DIHKHGPO_00293	CDS	1212				hypothetical protein
DIHKHGPO_00294	CDS	1515	nhaP2			K(+)/H(+) antiporter NhaP2
DIHKHGPO_00295	CDS	447				hypothetical protein
DIHKHGPO_00296	CDS	132				hypothetical protein
DIHKHGPO_00297	CDS	519				hypothetical protein
DIHKHGPO_00298	CDS	168				hypothetical protein
DIHKHGPO_00299	CDS	330				hypothetical protein
DIHKHGPO_00300	CDS	909	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
DIHKHGPO_00301	CDS	216				hypothetical protein
DIHKHGPO_00302	CDS	216				hypothetical protein
DIHKHGPO_00303	CDS	1512				hypothetical protein
