locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMFMGAAB_00062	CDS	1092	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
LMFMGAAB_00063	CDS	1155				hypothetical protein
LMFMGAAB_00064	CDS	642				hypothetical protein
LMFMGAAB_00065	CDS	2247				hypothetical protein
LMFMGAAB_00066	CDS	666				hypothetical protein
LMFMGAAB_00067	CDS	375				hypothetical protein
LMFMGAAB_00068	CDS	999	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LMFMGAAB_00069	CDS	1002				hypothetical protein
LMFMGAAB_00070	CDS	102				hypothetical protein
LMFMGAAB_00071	CDS	1356				hypothetical protein
LMFMGAAB_00072	CDS	480				hypothetical protein
LMFMGAAB_00073	CDS	1635				hypothetical protein
LMFMGAAB_00074	CDS	474				hypothetical protein
LMFMGAAB_00075	CDS	822				hypothetical protein
LMFMGAAB_00076	CDS	1560				hypothetical protein
LMFMGAAB_00077	CDS	720				hypothetical protein
LMFMGAAB_00078	CDS	2679				hypothetical protein
LMFMGAAB_00079	CDS	756	mntR			HTH-type transcriptional regulator MntR
LMFMGAAB_00080	CDS	405				hypothetical protein
LMFMGAAB_00081	CDS	639	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LMFMGAAB_00082	CDS	159				hypothetical protein
LMFMGAAB_00083	CDS	183				hypothetical protein
LMFMGAAB_00084	CDS	702				hypothetical protein
LMFMGAAB_00085	CDS	99				hypothetical protein
LMFMGAAB_00086	CDS	831	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
LMFMGAAB_00087	CDS	957	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LMFMGAAB_00088	CDS	393	ahcY_1	3.3.1.1		Adenosylhomocysteinase
LMFMGAAB_00089	CDS	1044	ahcY_2	3.3.1.1		Adenosylhomocysteinase
LMFMGAAB_00090	CDS	789	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
LMFMGAAB_00091	CDS	1050	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
LMFMGAAB_00092	CDS	171				hypothetical protein
LMFMGAAB_00093	CDS	1791	aspS	6.1.1.12		Aspartate--tRNA ligase
LMFMGAAB_00094	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
LMFMGAAB_00095	tRNA	76				tRNA-Asn(gtt)
LMFMGAAB_00096	tRNA	73				tRNA-Asn(gtt)
LMFMGAAB_00097	CDS	180				hypothetical protein
LMFMGAAB_00098	CDS	1578	kefB			Glutathione-regulated potassium-efflux system protein KefB
LMFMGAAB_00099	CDS	477				hypothetical protein
LMFMGAAB_00100	CDS	588	rssB			Regulator of RpoS
LMFMGAAB_00101	CDS	516	cheW_1		COG0835	Chemotaxis protein CheW
LMFMGAAB_00102	CDS	1278	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
LMFMGAAB_00103	CDS	294				hypothetical protein
LMFMGAAB_00104	CDS	630				hypothetical protein
LMFMGAAB_00105	CDS	558				hypothetical protein
LMFMGAAB_00106	CDS	888	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
LMFMGAAB_00107	CDS	810				hypothetical protein
LMFMGAAB_00108	CDS	732				hypothetical protein
LMFMGAAB_00109	CDS	885				hypothetical protein
LMFMGAAB_00110	CDS	639				hypothetical protein
LMFMGAAB_00111	CDS	768				hypothetical protein
LMFMGAAB_00112	CDS	1122				hypothetical protein
LMFMGAAB_00113	CDS	1107				hypothetical protein
LMFMGAAB_00114	CDS	1749				hypothetical protein
LMFMGAAB_00115	CDS	1473	tolB_2			Tol-Pal system protein TolB
LMFMGAAB_00116	CDS	549				hypothetical protein
LMFMGAAB_00117	CDS	858				hypothetical protein
LMFMGAAB_00118	CDS	2124				hypothetical protein
LMFMGAAB_00119	CDS	621				hypothetical protein
LMFMGAAB_00120	CDS	378				hypothetical protein
LMFMGAAB_00121	CDS	456				hypothetical protein
LMFMGAAB_00122	CDS	738				hypothetical protein
LMFMGAAB_00123	CDS	216	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
LMFMGAAB_00124	CDS	1053	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
LMFMGAAB_00125	CDS	1164				hypothetical protein
LMFMGAAB_00126	CDS	1407				hypothetical protein
LMFMGAAB_00127	CDS	696				hypothetical protein
LMFMGAAB_00128	CDS	723	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
LMFMGAAB_00129	CDS	1698				hypothetical protein
LMFMGAAB_00130	CDS	774	cckA			Sensor kinase CckA
LMFMGAAB_00131	CDS	1053	mutL_1			DNA mismatch repair protein MutL
LMFMGAAB_00132	CDS	630	mutL_2		COG0323	DNA mismatch repair protein MutL
LMFMGAAB_00133	CDS	189				hypothetical protein
LMFMGAAB_00134	CDS	1458	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LMFMGAAB_00135	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
LMFMGAAB_00136	CDS	687				hypothetical protein
LMFMGAAB_00137	CDS	1662	argS	6.1.1.19		Arginine--tRNA ligase
LMFMGAAB_00138	CDS	483				hypothetical protein
LMFMGAAB_00139	tRNA	90				tRNA-Ser(tga)
LMFMGAAB_00140	tRNA	94				tRNA-Ser(gct)
LMFMGAAB_00141	CDS	798				hypothetical protein
LMFMGAAB_00142	CDS	1074	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
LMFMGAAB_00143	CDS	1653				hypothetical protein
LMFMGAAB_00144	CDS	2286				hypothetical protein
LMFMGAAB_00145	CDS	1986	mcpH			Methyl-accepting chemotaxis protein McpH
LMFMGAAB_00146	CDS	360				hypothetical protein
LMFMGAAB_00147	tRNA	78				tRNA-Glu(ttc)
LMFMGAAB_00148	tRNA	76				tRNA-Lys(ttt)
LMFMGAAB_00149	CDS	1449	trkH		COG0168	Trk system potassium uptake protein TrkH
LMFMGAAB_00150	CDS	1365	trkA		COG0569	Trk system potassium uptake protein TrkA
LMFMGAAB_00151	CDS	246	csrA			Translational regulator CsrA
LMFMGAAB_00152	CDS	438	fliW		COG1699	Flagellar assembly factor FliW
LMFMGAAB_00153	CDS	381				hypothetical protein
LMFMGAAB_00154	CDS	420				hypothetical protein
LMFMGAAB_00155	CDS	525				hypothetical protein
LMFMGAAB_00156	CDS	1749				hypothetical protein
LMFMGAAB_00157	CDS	5292	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
LMFMGAAB_00158	CDS	4527	lapB			Lipopolysaccharide assembly protein B
LMFMGAAB_00159	CDS	1587				hypothetical protein
LMFMGAAB_00160	CDS	2334		2.7.3.13	COG0574	L-glutamine kinase
LMFMGAAB_00161	CDS	537		2.7.1.-	COG0529	Cytidine diphosphoramidate kinase
LMFMGAAB_00162	CDS	771	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LMFMGAAB_00163	CDS	765		2.7.7.-	COG1213	CTP:phosphoglutamine cytidylyltransferase
LMFMGAAB_00164	CDS	636		3.5.-.-	COG2071	Gamma-glutamyl-CDP-amidate hydrolase
LMFMGAAB_00165	CDS	1074	moaA			GTP 3',8-cyclase
LMFMGAAB_00166	CDS	981				hypothetical protein
LMFMGAAB_00167	CDS	1758	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
LMFMGAAB_00168	CDS	1062	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LMFMGAAB_00169	CDS	978				hypothetical protein
LMFMGAAB_00170	CDS	960	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
LMFMGAAB_00171	CDS	975	perA	2.6.1.102	COG0399	GDP-perosamine synthase
LMFMGAAB_00172	CDS	225	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
LMFMGAAB_00173	CDS	705	kdsB	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
LMFMGAAB_00174	CDS	627	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
LMFMGAAB_00175	CDS	588				hypothetical protein
LMFMGAAB_00176	CDS	1548				hypothetical protein
LMFMGAAB_00177	CDS	630	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
LMFMGAAB_00178	CDS	990	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LMFMGAAB_00179	CDS	2658				hypothetical protein
LMFMGAAB_00180	CDS	3375				hypothetical protein
LMFMGAAB_00181	CDS	495				hypothetical protein
LMFMGAAB_00182	CDS	333	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
LMFMGAAB_00183	CDS	1089	flgI			Flagellar P-ring protein
LMFMGAAB_00184	CDS	615	flgH			Flagellar L-ring protein
LMFMGAAB_00185	CDS	945				hypothetical protein
LMFMGAAB_00186	CDS	459	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
LMFMGAAB_00187	CDS	369	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
LMFMGAAB_00188	CDS	681	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
LMFMGAAB_00189	CDS	645	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
LMFMGAAB_00190	CDS	267	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
LMFMGAAB_00191	CDS	1800				hypothetical protein
LMFMGAAB_00192	CDS	510				hypothetical protein
LMFMGAAB_00193	CDS	300				hypothetical protein
LMFMGAAB_00194	CDS	3084				hypothetical protein
LMFMGAAB_00195	CDS	762	fliA		COG1191	RNA polymerase sigma factor FliA
LMFMGAAB_00196	CDS	900	ylxH		COG0455	Flagellum site-determining protein YlxH
LMFMGAAB_00197	CDS	582	flhF		COG1419	Flagellar biosynthesis protein FlhF
LMFMGAAB_00198	CDS	2094	flhA		COG1298	Flagellar biosynthesis protein FlhA
LMFMGAAB_00199	CDS	1065	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
LMFMGAAB_00200	CDS	801	fliR		COG1684	Flagellar biosynthetic protein FliR
LMFMGAAB_00201	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
LMFMGAAB_00202	CDS	768	fliP		COG1338	Flagellar biosynthetic protein FliP
LMFMGAAB_00203	CDS	381	fliO		COG3190	Flagellar protein FliO
LMFMGAAB_00204	CDS	363				hypothetical protein
LMFMGAAB_00205	CDS	219				hypothetical protein
LMFMGAAB_00206	CDS	783	fliM		COG1868	Flagellar motor switch protein FliM
LMFMGAAB_00207	CDS	546				hypothetical protein
LMFMGAAB_00208	CDS	1278				hypothetical protein
LMFMGAAB_00209	CDS	165				hypothetical protein
LMFMGAAB_00210	CDS	90				hypothetical protein
LMFMGAAB_00211	CDS	888				hypothetical protein
LMFMGAAB_00212	CDS	852	asrB		COG0543	Anaerobic sulfite reductase subunit B
LMFMGAAB_00213	CDS	513	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
LMFMGAAB_00214	CDS	864	gltR		COG0583	HTH-type transcriptional regulator GltR
LMFMGAAB_00215	CDS	426				hypothetical protein
LMFMGAAB_00216	CDS	216				hypothetical protein
LMFMGAAB_00217	CDS	825				hypothetical protein
LMFMGAAB_00218	CDS	297				hypothetical protein
LMFMGAAB_00219	CDS	531				hypothetical protein
LMFMGAAB_00220	CDS	672				hypothetical protein
LMFMGAAB_00221	CDS	249				hypothetical protein
LMFMGAAB_00222	CDS	408				hypothetical protein
LMFMGAAB_00223	CDS	1092	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
LMFMGAAB_00224	CDS	654				hypothetical protein
LMFMGAAB_00225	CDS	354	ziaR			Transcriptional repressor SmtB 
LMFMGAAB_00226	CDS	309				hypothetical protein
LMFMGAAB_00227	CDS	846				hypothetical protein
LMFMGAAB_00228	CDS	1761				hypothetical protein
LMFMGAAB_00229	CDS	378				hypothetical protein
LMFMGAAB_00230	CDS	465	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
LMFMGAAB_00231	CDS	708	cmoA_1	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
LMFMGAAB_00232	CDS	1044		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
LMFMGAAB_00233	CDS	270				hypothetical protein
LMFMGAAB_00234	CDS	411	nadE	6.3.5.1		Glutamine-dependent NAD(+) synthetase
LMFMGAAB_00235	CDS	345		3.5.2.20	COG1878	Isatin hydrolase
LMFMGAAB_00236	CDS	138				hypothetical protein
LMFMGAAB_00237	CDS	399				hypothetical protein
LMFMGAAB_00238	CDS	339	yqjZ		COG2329	putative protein YqjZ
LMFMGAAB_00239	CDS	690	cmoA_2	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
LMFMGAAB_00240	CDS	564				hypothetical protein
LMFMGAAB_00241	CDS	819				IS3 family transposase ISCce4
LMFMGAAB_00242	CDS	294				hypothetical protein
LMFMGAAB_00243	CDS	2280				hypothetical protein
LMFMGAAB_00244	CDS	684				hypothetical protein
LMFMGAAB_00245	CDS	477				hypothetical protein
LMFMGAAB_00246	CDS	402				hypothetical protein
LMFMGAAB_00247	CDS	996	xerD		COG4974	Tyrosine recombinase XerD
LMFMGAAB_00248	CDS	945	ephA	3.3.2.10		Epoxide hydrolase A
LMFMGAAB_00249	CDS	702	rspR		COG1802	HTH-type transcriptional repressor RspR
LMFMGAAB_00250	CDS	1212				hypothetical protein
LMFMGAAB_00251	CDS	831				hypothetical protein
LMFMGAAB_00252	CDS	1278				hypothetical protein
LMFMGAAB_00253	CDS	486				hypothetical protein
LMFMGAAB_00254	CDS	888				hypothetical protein
LMFMGAAB_00255	CDS	729	glnQ			Glutamine transport ATP-binding protein GlnQ
LMFMGAAB_00256	CDS	828	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
LMFMGAAB_00257	CDS	1794				hypothetical protein
LMFMGAAB_00258	CDS	498				hypothetical protein
LMFMGAAB_00259	CDS	1044				hypothetical protein
LMFMGAAB_00260	CDS	204				hypothetical protein
LMFMGAAB_00261	CDS	1056				hypothetical protein
LMFMGAAB_00262	CDS	1371	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
LMFMGAAB_00263	CDS	411	fadM_1	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
LMFMGAAB_00264	CDS	408	fadM_2	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
LMFMGAAB_00265	CDS	210				hypothetical protein
LMFMGAAB_00266	CDS	1296				hypothetical protein
LMFMGAAB_00267	CDS	408	fadM_3	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
LMFMGAAB_00268	CDS	1329	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
LMFMGAAB_00269	CDS	525		3.5.1.59		N-carbamoylsarcosine amidase
LMFMGAAB_00270	CDS	282	mutS2	3.1.-.-		Endonuclease MutS2
LMFMGAAB_00271	CDS	666				hypothetical protein
LMFMGAAB_00272	CDS	861	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LMFMGAAB_00273	CDS	906	spo0J		COG1475	Stage 0 sporulation protein J
LMFMGAAB_00274	CDS	765	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LMFMGAAB_00275	CDS	1455	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
LMFMGAAB_00276	CDS	2043	fusA		COG0480	Elongation factor G
LMFMGAAB_00277	CDS	567				hypothetical protein
LMFMGAAB_00278	CDS	1638	panP	4.1.1.11	COG0076	Aspartate 1-decarboxylase
LMFMGAAB_00279	CDS	534	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
LMFMGAAB_00280	CDS	1677				hypothetical protein
LMFMGAAB_00281	CDS	276				hypothetical protein
LMFMGAAB_00282	CDS	1785	PFP-ALPHA	2.7.1.11		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha
LMFMGAAB_00283	CDS	423				hypothetical protein
LMFMGAAB_00284	CDS	852		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
LMFMGAAB_00285	CDS	768				hypothetical protein
LMFMGAAB_00286	CDS	363				hypothetical protein
LMFMGAAB_00287	CDS	420	lip	3.1.1.3	COG1075	Triacylglycerol lipase
LMFMGAAB_00288	CDS	459				hypothetical protein
LMFMGAAB_00289	CDS	333				hypothetical protein
LMFMGAAB_00290	CDS	774	ucpA	1.-.-.-		Oxidoreductase UcpA
LMFMGAAB_00291	CDS	573				hypothetical protein
LMFMGAAB_00292	CDS	744				hypothetical protein
LMFMGAAB_00293	CDS	1329	alsT		COG1115	Amino-acid carrier protein AlsT
LMFMGAAB_00294	CDS	300				hypothetical protein
LMFMGAAB_00295	CDS	540				hypothetical protein
LMFMGAAB_00296	CDS	330	emrE		COG2076	Multidrug transporter EmrE
LMFMGAAB_00297	CDS	1335				hypothetical protein
LMFMGAAB_00298	CDS	1101	nadA_1	2.5.1.72	COG0379	Quinolinate synthase A
LMFMGAAB_00299	CDS	1101	nadA_2	2.5.1.72	COG0379	Quinolinate synthase A
LMFMGAAB_00300	CDS	612				hypothetical protein
LMFMGAAB_00301	CDS	2655				hypothetical protein
LMFMGAAB_00302	CDS	813				hypothetical protein
LMFMGAAB_00303	CDS	1251				hypothetical protein
LMFMGAAB_00304	CDS	930	rhaS_1			HTH-type transcriptional activator RhaS
LMFMGAAB_00305	CDS	612	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LMFMGAAB_00306	CDS	576	nusG			Transcription termination/antitermination protein NusG
LMFMGAAB_00307	CDS	315				hypothetical protein
LMFMGAAB_00308	CDS	810				hypothetical protein
LMFMGAAB_00309	CDS	2199	rcsC	2.7.13.3		Sensor histidine kinase RcsC
LMFMGAAB_00310	CDS	501				hypothetical protein
LMFMGAAB_00311	CDS	216				hypothetical protein
LMFMGAAB_00312	CDS	831	fliY		COG0834	L-cystine-binding protein FliY
LMFMGAAB_00313	CDS	888				hypothetical protein
LMFMGAAB_00314	CDS	1092	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
LMFMGAAB_00315	CDS	192				hypothetical protein
LMFMGAAB_00316	CDS	210				hypothetical protein
LMFMGAAB_00317	CDS	819				IS3 family transposase ISCce4
LMFMGAAB_00318	CDS	294				hypothetical protein
LMFMGAAB_00319	CDS	243				IS200/IS605 family transposase ISCARN10
LMFMGAAB_00320	CDS	588				hypothetical protein
	CRISPR	1431				
LMFMGAAB_00321	CDS	648	resA			Thiol-disulfide oxidoreductase ResA
LMFMGAAB_00322	CDS	483				hypothetical protein
LMFMGAAB_00323	CDS	261				hypothetical protein
LMFMGAAB_00324	CDS	966				hypothetical protein
LMFMGAAB_00325	CDS	1536				hypothetical protein
LMFMGAAB_00326	CDS	339				hypothetical protein
LMFMGAAB_00327	CDS	1677				IS1634 family transposase ISBusp6
LMFMGAAB_00328	CDS	1317	mepA			Multidrug export protein MepA
LMFMGAAB_00329	CDS	255				hypothetical protein
LMFMGAAB_00330	CDS	1083	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
LMFMGAAB_00331	CDS	732	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
LMFMGAAB_00332	CDS	1710	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
LMFMGAAB_00333	CDS	699				hypothetical protein
LMFMGAAB_00334	CDS	1134				hypothetical protein
LMFMGAAB_00335	CDS	819	ydiO_1	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
LMFMGAAB_00336	CDS	360	ydiO_2	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
LMFMGAAB_00337	CDS	1791	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
LMFMGAAB_00338	CDS	1821				hypothetical protein
LMFMGAAB_00339	CDS	711	pyrD	1.3.-.-		Dihydroorotate dehydrogenase
LMFMGAAB_00340	CDS	291				hypothetical protein
LMFMGAAB_00341	CDS	786	yddE	5.1.-.-	COG0384	putative isomerase YddE
LMFMGAAB_00342	CDS	513				hypothetical protein
LMFMGAAB_00343	CDS	816				hypothetical protein
LMFMGAAB_00344	CDS	957	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LMFMGAAB_00345	CDS	513				hypothetical protein
LMFMGAAB_00346	CDS	537	flr			Flavoredoxin
LMFMGAAB_00347	CDS	2067	fyuA_1		COG1629	Pesticin receptor
LMFMGAAB_00348	CDS	1263				hypothetical protein
LMFMGAAB_00349	CDS	252				hypothetical protein
LMFMGAAB_00350	CDS	537				hypothetical protein
LMFMGAAB_00351	CDS	564				hypothetical protein
LMFMGAAB_00352	CDS	2067	mcpU_1		COG0840	Methyl-accepting chemotaxis protein McpU
LMFMGAAB_00353	CDS	2067	mcpU_2		COG0840	Methyl-accepting chemotaxis protein McpU
LMFMGAAB_00354	CDS	924				hypothetical protein
LMFMGAAB_00355	CDS	906	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
LMFMGAAB_00356	CDS	717	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
LMFMGAAB_00357	CDS	930			COG0803	putative periplasmic iron-binding protein
LMFMGAAB_00358	CDS	126				hypothetical protein
LMFMGAAB_00359	CDS	510				hypothetical protein
LMFMGAAB_00360	CDS	1413	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
LMFMGAAB_00361	CDS	675	czcR			Transcriptional activator protein CzcR
LMFMGAAB_00362	CDS	495	pchR_1		COG2207	Regulatory protein PchR
LMFMGAAB_00363	CDS	444				hypothetical protein
LMFMGAAB_00364	CDS	1179	btuB			Vitamin B12 transporter BtuB
LMFMGAAB_00365	CDS	849	fyuA_2		COG1629	Pesticin receptor
LMFMGAAB_00366	CDS	144				hypothetical protein
LMFMGAAB_00367	CDS	906				hypothetical protein
LMFMGAAB_00368	CDS	444				hypothetical protein
LMFMGAAB_00369	CDS	438				hypothetical protein
LMFMGAAB_00370	CDS	495				hypothetical protein
LMFMGAAB_00371	CDS	1164			COG3385	IS4 family transposase ISPg4
LMFMGAAB_00372	CDS	1191	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
