locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJCPLOBG_00073	CDS	384				hypothetical protein
PJCPLOBG_00074	CDS	630				hypothetical protein
PJCPLOBG_00075	CDS	825	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
PJCPLOBG_00076	CDS	873	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
PJCPLOBG_00077	CDS	801				hypothetical protein
PJCPLOBG_00078	CDS	789				hypothetical protein
PJCPLOBG_00079	CDS	255				hypothetical protein
PJCPLOBG_00080	CDS	363				hypothetical protein
PJCPLOBG_00081	CDS	1080				hypothetical protein
PJCPLOBG_00082	CDS	453				hypothetical protein
PJCPLOBG_00083	CDS	429				hypothetical protein
PJCPLOBG_00084	CDS	813				hypothetical protein
PJCPLOBG_00085	CDS	162	rd	1.-.-.-	COG1773	Rubredoxin
PJCPLOBG_00086	CDS	543	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
PJCPLOBG_00087	CDS	561				hypothetical protein
PJCPLOBG_00088	CDS	693				hypothetical protein
PJCPLOBG_00089	CDS	240				hypothetical protein
PJCPLOBG_00090	CDS	423	perR		COG0735	Peroxide operon regulator
PJCPLOBG_00091	CDS	666	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
PJCPLOBG_00092	CDS	1671	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PJCPLOBG_00093	CDS	672	srrA_1		COG0745	Transcriptional regulatory protein SrrA
PJCPLOBG_00094	CDS	744				hypothetical protein
PJCPLOBG_00095	CDS	543				hypothetical protein
PJCPLOBG_00096	CDS	681	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PJCPLOBG_00097	CDS	666	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
PJCPLOBG_00098	CDS	312				hypothetical protein
PJCPLOBG_00099	CDS	867	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PJCPLOBG_00100	CDS	660	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
PJCPLOBG_00101	CDS	342	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
PJCPLOBG_00102	CDS	132				hypothetical protein
PJCPLOBG_00103	CDS	252				hypothetical protein
PJCPLOBG_00104	CDS	273				hypothetical protein
PJCPLOBG_00105	CDS	531				hypothetical protein
PJCPLOBG_00106	CDS	276				hypothetical protein
PJCPLOBG_00107	CDS	252				hypothetical protein
PJCPLOBG_00108	CDS	489				hypothetical protein
PJCPLOBG_00109	CDS	438				hypothetical protein
PJCPLOBG_00110	CDS	183				hypothetical protein
PJCPLOBG_00111	CDS	546	ylaC			RNA polymerase sigma factor YlaC
PJCPLOBG_00112	CDS	693				hypothetical protein
PJCPLOBG_00113	CDS	423				hypothetical protein
PJCPLOBG_00114	CDS	138				hypothetical protein
PJCPLOBG_00115	CDS	633				hypothetical protein
PJCPLOBG_00116	CDS	612				hypothetical protein
PJCPLOBG_00117	CDS	306				hypothetical protein
PJCPLOBG_00118	CDS	690				hypothetical protein
PJCPLOBG_00119	CDS	819	resE_1	2.7.13.3		Sensor histidine kinase ResE
PJCPLOBG_00120	CDS	399				hypothetical protein
PJCPLOBG_00121	CDS	309				hypothetical protein
PJCPLOBG_00122	CDS	711		3.1.4.-	COG3437	3'3'-cGAMP-specific phosphodiesterase 2
PJCPLOBG_00123	CDS	351	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PJCPLOBG_00124	CDS	201	cspL		COG1278	Cold shock protein 2
PJCPLOBG_00125	CDS	102				hypothetical protein
PJCPLOBG_00126	CDS	363				hypothetical protein
PJCPLOBG_00127	CDS	855		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
PJCPLOBG_00128	CDS	354				hypothetical protein
PJCPLOBG_00129	CDS	888				hypothetical protein
PJCPLOBG_00130	CDS	813				hypothetical protein
PJCPLOBG_00131	CDS	225				hypothetical protein
PJCPLOBG_00132	CDS	330				hypothetical protein
PJCPLOBG_00133	CDS	420	ynaI_1		COG0668	Low conductance mechanosensitive channel YnaI
PJCPLOBG_00134	CDS	450	ynaI_2		COG0668	Low conductance mechanosensitive channel YnaI
PJCPLOBG_00135	CDS	204				hypothetical protein
PJCPLOBG_00136	CDS	477				hypothetical protein
PJCPLOBG_00137	CDS	201				hypothetical protein
PJCPLOBG_00138	CDS	1092	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
PJCPLOBG_00139	CDS	825	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
PJCPLOBG_00140	CDS	2364	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
PJCPLOBG_00141	CDS	564	puuR_1			HTH-type transcriptional regulator PuuR
PJCPLOBG_00142	CDS	810				hypothetical protein
PJCPLOBG_00143	CDS	1776				hypothetical protein
PJCPLOBG_00144	CDS	1425	glnA1	6.3.1.2	COG0174	Glutamine synthetase
PJCPLOBG_00145	CDS	870				hypothetical protein
PJCPLOBG_00146	CDS	669	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
PJCPLOBG_00147	CDS	210				hypothetical protein
PJCPLOBG_00148	CDS	711	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
PJCPLOBG_00149	CDS	636				hypothetical protein
PJCPLOBG_00150	CDS	915				hypothetical protein
PJCPLOBG_00151	CDS	405				hypothetical protein
PJCPLOBG_00152	CDS	363				hypothetical protein
PJCPLOBG_00153	CDS	450				hypothetical protein
PJCPLOBG_00154	CDS	528				hypothetical protein
PJCPLOBG_00155	CDS	1023				IS1634 family transposase ISSeq4
PJCPLOBG_00156	CDS	480				hypothetical protein
PJCPLOBG_00157	CDS	93				hypothetical protein
PJCPLOBG_00158	CDS	444	rlmH_1	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
PJCPLOBG_00159	CDS	387	rlmH_2	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
PJCPLOBG_00160	CDS	1086				hypothetical protein
PJCPLOBG_00161	CDS	321				hypothetical protein
PJCPLOBG_00162	CDS	726				hypothetical protein
PJCPLOBG_00163	CDS	1113				hypothetical protein
PJCPLOBG_00164	CDS	96				hypothetical protein
PJCPLOBG_00165	CDS	249				hypothetical protein
PJCPLOBG_00166	CDS	423				hypothetical protein
PJCPLOBG_00167	CDS	204				hypothetical protein
PJCPLOBG_00168	CDS	648				hypothetical protein
PJCPLOBG_00169	CDS	423	rhaR_1			HTH-type transcriptional activator RhaR
PJCPLOBG_00170	CDS	366				hypothetical protein
PJCPLOBG_00171	CDS	225				hypothetical protein
PJCPLOBG_00172	CDS	612	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PJCPLOBG_00173	CDS	273				hypothetical protein
PJCPLOBG_00174	CDS	270				hypothetical protein
PJCPLOBG_00175	CDS	180				hypothetical protein
PJCPLOBG_00176	CDS	297	radA	3.6.4.-	COG1066	DNA repair protein RadA
PJCPLOBG_00177	CDS	1050	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
PJCPLOBG_00178	CDS	474	carD		COG1329	RNA polymerase-binding transcription factor CarD
PJCPLOBG_00179	CDS	1104	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
PJCPLOBG_00180	CDS	678	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PJCPLOBG_00181	CDS	468	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PJCPLOBG_00182	CDS	117				hypothetical protein
PJCPLOBG_00183	CDS	1050	bpsA	2.5.1.128		N(4)-bis(aminopropyl)spermidine synthase
PJCPLOBG_00184	CDS	1662	mutS2	3.1.-.-		Endonuclease MutS2
PJCPLOBG_00185	CDS	243				hypothetical protein
PJCPLOBG_00186	CDS	264				hypothetical protein
PJCPLOBG_00187	CDS	1047	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PJCPLOBG_00188	CDS	342				hypothetical protein
PJCPLOBG_00189	CDS	636	cysE	2.3.1.30	COG1045	Serine acetyltransferase
PJCPLOBG_00190	CDS	783	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
PJCPLOBG_00191	CDS	633	cysS_2	6.1.1.16	COG0215	Cysteine--tRNA ligase
PJCPLOBG_00192	CDS	447	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
PJCPLOBG_00193	CDS	357				hypothetical protein
PJCPLOBG_00194	CDS	762	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
PJCPLOBG_00195	CDS	738		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
PJCPLOBG_00196	CDS	525				hypothetical protein
PJCPLOBG_00197	CDS	360	sigH_1		COG1595	RNA polymerase sigma-H factor
PJCPLOBG_00198	CDS	303	sigH_2		COG1595	RNA polymerase sigma-H factor
PJCPLOBG_00199	CDS	198				hypothetical protein
PJCPLOBG_00200	CDS	519	nusG		COG0250	Transcription termination/antitermination protein NusG
PJCPLOBG_00201	CDS	426	rplK			50S ribosomal protein L11
PJCPLOBG_00202	CDS	693	rplA			50S ribosomal protein L1
PJCPLOBG_00203	CDS	558	rplJ		COG0244	50S ribosomal protein L10
PJCPLOBG_00204	CDS	369	rplL			50S ribosomal protein L7/L12
PJCPLOBG_00205	CDS	1038	rpoB_1	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PJCPLOBG_00206	CDS	630	rpoB_2	2.7.7.6		DNA-directed RNA polymerase subunit beta
PJCPLOBG_00207	CDS	1122	rpoB_3	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PJCPLOBG_00208	CDS	882	rpoB_4	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PJCPLOBG_00209	CDS	3546	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PJCPLOBG_00210	CDS	249	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
PJCPLOBG_00211	CDS	381	rpsL		COG0048	30S ribosomal protein S12
PJCPLOBG_00212	CDS	174				hypothetical protein
PJCPLOBG_00213	CDS	123	rpsG_1			30S ribosomal protein S7
PJCPLOBG_00214	CDS	126	rpsG_2			30S ribosomal protein S7
PJCPLOBG_00215	CDS	408	fusA_1		COG0480	Elongation factor G
PJCPLOBG_00216	CDS	114				hypothetical protein
PJCPLOBG_00217	CDS	189				hypothetical protein
PJCPLOBG_00218	CDS	531	fusA_2		COG0480	Elongation factor G
PJCPLOBG_00219	CDS	378	fusA_3		COG0480	Elongation factor G
PJCPLOBG_00220	CDS	117	tufA_1		COG0050	Elongation factor Tu
PJCPLOBG_00221	CDS	270	tufA_2		COG0050	Elongation factor Tu
PJCPLOBG_00222	CDS	225	tuf			Elongation factor Tu
PJCPLOBG_00223	CDS	390	tufA_3		COG0050	Elongation factor Tu
PJCPLOBG_00224	CDS	720	moaA			GTP 3',8-cyclase
PJCPLOBG_00225	CDS	384				hypothetical protein
PJCPLOBG_00226	CDS	303				hypothetical protein
PJCPLOBG_00227	CDS	483		3.4.21.-		putative CtpA-like serine protease
PJCPLOBG_00228	CDS	411				hypothetical protein
PJCPLOBG_00229	CDS	438				hypothetical protein
PJCPLOBG_00230	CDS	738			COG1132	putative ABC transporter ATP-binding protein
PJCPLOBG_00231	CDS	759				hypothetical protein
PJCPLOBG_00232	CDS	993	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
PJCPLOBG_00233	CDS	1236				hypothetical protein
PJCPLOBG_00234	CDS	912				hypothetical protein
PJCPLOBG_00235	CDS	255				hypothetical protein
PJCPLOBG_00236	CDS	288				hypothetical protein
PJCPLOBG_00237	CDS	852				hypothetical protein
PJCPLOBG_00238	CDS	870	sucD	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
PJCPLOBG_00239	CDS	1167	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
PJCPLOBG_00240	CDS	1113	yidE_1			Putative transport protein YidE
PJCPLOBG_00241	CDS	879	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
PJCPLOBG_00242	CDS	225	purA_2	6.3.4.4	COG0104	Adenylosuccinate synthetase
PJCPLOBG_00243	CDS	261				hypothetical protein
PJCPLOBG_00244	CDS	300				hypothetical protein
PJCPLOBG_00245	CDS	1329	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
PJCPLOBG_00246	CDS	2268				hypothetical protein
PJCPLOBG_00247	CDS	1092				hypothetical protein
PJCPLOBG_00248	CDS	114				hypothetical protein
PJCPLOBG_00249	CDS	579				hypothetical protein
PJCPLOBG_00250	CDS	342				hypothetical protein
PJCPLOBG_00251	CDS	447	rplI			50S ribosomal protein L9
PJCPLOBG_00252	CDS	1995	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
PJCPLOBG_00253	CDS	1011				hypothetical protein
PJCPLOBG_00254	CDS	270	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
PJCPLOBG_00255	CDS	207				hypothetical protein
PJCPLOBG_00256	CDS	168				hypothetical protein
PJCPLOBG_00257	CDS	885	mreB		COG1077	Cell shape-determining protein MreB
PJCPLOBG_00258	CDS	168	mbl		COG1077	Cell shape-determining protein Mbl
PJCPLOBG_00259	CDS	1257	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
PJCPLOBG_00260	CDS	1329	yoaH		COG0840	Putative methyl-accepting chemotaxis protein YoaH
PJCPLOBG_00261	CDS	474				hypothetical protein
PJCPLOBG_00262	CDS	420	atpC_1		COG0355	ATP synthase epsilon chain
PJCPLOBG_00263	CDS	1389	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
PJCPLOBG_00264	CDS	870	atpG		COG0224	ATP synthase gamma chain, sodium ion specific
PJCPLOBG_00265	CDS	1515	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
PJCPLOBG_00266	CDS	543	atpH_1			ATP synthase subunit delta, sodium ion specific
PJCPLOBG_00267	CDS	567	atpF_1			ATP synthase subunit b, sodium ion specific
PJCPLOBG_00268	CDS	309	atpH_2			ATP synthase subunit c
PJCPLOBG_00269	CDS	570	atpH_3			ATP synthase subunit c
PJCPLOBG_00270	CDS	669	atpB		COG0356	ATP synthase subunit a
PJCPLOBG_00271	CDS	408				hypothetical protein
PJCPLOBG_00272	CDS	258				hypothetical protein
PJCPLOBG_00273	CDS	657	ctfB	2.8.3.9		Butyrate--acetoacetate CoA-transferase subunit B
PJCPLOBG_00274	CDS	660	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
PJCPLOBG_00275	CDS	297				hypothetical protein
PJCPLOBG_00276	CDS	756				hypothetical protein
PJCPLOBG_00277	CDS	945	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
PJCPLOBG_00278	CDS	1665		2.4.1.352		Glucosylglycerate phosphorylase
PJCPLOBG_00279	CDS	1002	ccpA		COG1609	Catabolite control protein A
PJCPLOBG_00280	CDS	1338	mggS	2.4.1.-		Mannosylglucosylglycerate synthase
PJCPLOBG_00281	CDS	819	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
PJCPLOBG_00282	CDS	951	lacF_1			Lactose transport system permease protein LacF
PJCPLOBG_00283	CDS	1332				hypothetical protein
PJCPLOBG_00284	CDS	642	mnaA_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
PJCPLOBG_00285	CDS	474	mnaA_2	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
PJCPLOBG_00286	CDS	957				hypothetical protein
PJCPLOBG_00287	CDS	2235				hypothetical protein
PJCPLOBG_00288	CDS	1509				hypothetical protein
PJCPLOBG_00289	CDS	1470				hypothetical protein
PJCPLOBG_00290	CDS	1521				hypothetical protein
PJCPLOBG_00291	CDS	201				hypothetical protein
PJCPLOBG_00292	CDS	2238				hypothetical protein
PJCPLOBG_00293	CDS	261				hypothetical protein
PJCPLOBG_00294	CDS	414				hypothetical protein
PJCPLOBG_00295	CDS	1116	dinG	3.1.-.-		3'-5' exonuclease DinG
PJCPLOBG_00296	CDS	432				hypothetical protein
PJCPLOBG_00297	CDS	546	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
PJCPLOBG_00298	CDS	147				hypothetical protein
PJCPLOBG_00299	CDS	1203				hypothetical protein
PJCPLOBG_00300	CDS	324				hypothetical protein
PJCPLOBG_00301	CDS	1518	hcp_1	1.7.99.1	COG1151	Hydroxylamine reductase
PJCPLOBG_00302	CDS	1299	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
PJCPLOBG_00303	CDS	162	hit		COG0537	Protein hit
PJCPLOBG_00304	CDS	183	rpsU		COG0828	30S ribosomal protein S21
PJCPLOBG_00305	CDS	444	yqeY		COG1610	putative protein YqeY
PJCPLOBG_00306	CDS	351				hypothetical protein
PJCPLOBG_00307	CDS	576			COG1702	PhoH-like protein
PJCPLOBG_00308	CDS	774				hypothetical protein
PJCPLOBG_00309	CDS	1014	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
PJCPLOBG_00310	CDS	117				hypothetical protein
PJCPLOBG_00311	CDS	231				hypothetical protein
PJCPLOBG_00312	CDS	264				hypothetical protein
PJCPLOBG_00313	CDS	510				hypothetical protein
PJCPLOBG_00314	CDS	501				hypothetical protein
PJCPLOBG_00315	CDS	138				hypothetical protein
PJCPLOBG_00316	CDS	774	aphA4	2.7.1.95		Aminoglycoside 3'-phosphotransferase
PJCPLOBG_00317	CDS	576	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
PJCPLOBG_00318	CDS	354				hypothetical protein
PJCPLOBG_00319	CDS	975				hypothetical protein
PJCPLOBG_00320	CDS	924	thrB	2.7.1.39		Homoserine kinase
PJCPLOBG_00321	CDS	522				hypothetical protein
PJCPLOBG_00322	CDS	519		2.3.1.-	COG1670	Acetyltransferase
PJCPLOBG_00323	CDS	528				hypothetical protein
PJCPLOBG_00324	CDS	819				hypothetical protein
PJCPLOBG_00325	CDS	720				hypothetical protein
PJCPLOBG_00326	CDS	534				hypothetical protein
PJCPLOBG_00327	CDS	549				hypothetical protein
PJCPLOBG_00328	CDS	462				hypothetical protein
PJCPLOBG_00329	CDS	138				hypothetical protein
PJCPLOBG_00330	CDS	1077	rhaS_2			HTH-type transcriptional activator RhaS
PJCPLOBG_00331	CDS	210				hypothetical protein
PJCPLOBG_00332	CDS	375				hypothetical protein
PJCPLOBG_00333	CDS	675				hypothetical protein
PJCPLOBG_00334	CDS	324				hypothetical protein
PJCPLOBG_00335	CDS	243				hypothetical protein
PJCPLOBG_00336	CDS	570				hypothetical protein
PJCPLOBG_00337	CDS	624				hypothetical protein
PJCPLOBG_00338	CDS	561				hypothetical protein
PJCPLOBG_00339	CDS	1386				hypothetical protein
PJCPLOBG_00340	CDS	624				hypothetical protein
PJCPLOBG_00341	CDS	654				hypothetical protein
PJCPLOBG_00342	CDS	477	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
PJCPLOBG_00343	CDS	99				hypothetical protein
PJCPLOBG_00344	CDS	486				hypothetical protein
PJCPLOBG_00345	CDS	438				hypothetical protein
PJCPLOBG_00346	CDS	234				hypothetical protein
PJCPLOBG_00347	CDS	303				hypothetical protein
PJCPLOBG_00348	CDS	258				hypothetical protein
PJCPLOBG_00349	CDS	309				hypothetical protein
PJCPLOBG_00350	CDS	549				hypothetical protein
PJCPLOBG_00351	CDS	204				hypothetical protein
PJCPLOBG_00352	CDS	231				hypothetical protein
PJCPLOBG_00353	CDS	333				hypothetical protein
PJCPLOBG_00354	CDS	213				hypothetical protein
PJCPLOBG_00355	CDS	267				hypothetical protein
PJCPLOBG_00356	CDS	399				hypothetical protein
PJCPLOBG_00357	CDS	411				hypothetical protein
PJCPLOBG_00358	CDS	1455				hypothetical protein
PJCPLOBG_00359	CDS	510				hypothetical protein
PJCPLOBG_00360	CDS	558				hypothetical protein
PJCPLOBG_00361	CDS	429	xkdM			Phage-like element PBSX protein XkdM
PJCPLOBG_00362	CDS	1053				hypothetical protein
PJCPLOBG_00363	CDS	423				hypothetical protein
PJCPLOBG_00364	CDS	162				hypothetical protein
PJCPLOBG_00365	CDS	471				hypothetical protein
PJCPLOBG_00366	CDS	429				hypothetical protein
PJCPLOBG_00367	CDS	936				hypothetical protein
PJCPLOBG_00368	CDS	1605				hypothetical protein
PJCPLOBG_00369	CDS	1167	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
PJCPLOBG_00370	CDS	975	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
PJCPLOBG_00371	CDS	630	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PJCPLOBG_00372	CDS	1116	sthA	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
PJCPLOBG_00373	CDS	354				hypothetical protein
PJCPLOBG_00374	CDS	387	slyA			Transcriptional regulator SlyA
PJCPLOBG_00375	CDS	702	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PJCPLOBG_00376	CDS	726				hypothetical protein
PJCPLOBG_00377	CDS	825				hypothetical protein
PJCPLOBG_00378	CDS	804	rsiV			Anti-sigma-V factor RsiV
PJCPLOBG_00379	CDS	543				hypothetical protein
PJCPLOBG_00380	CDS	831				hypothetical protein
PJCPLOBG_00381	CDS	855	lacG			Lactose transport system permease protein LacG
PJCPLOBG_00382	CDS	948				hypothetical protein
PJCPLOBG_00383	CDS	1371				hypothetical protein
PJCPLOBG_00384	CDS	645	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
PJCPLOBG_00385	CDS	1173		1.1.1.38		NAD-dependent malic enzyme
PJCPLOBG_00386	CDS	549	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
PJCPLOBG_00387	CDS	222				hypothetical protein
PJCPLOBG_00388	CDS	375				hypothetical protein
PJCPLOBG_00389	CDS	369				hypothetical protein
PJCPLOBG_00390	CDS	204				hypothetical protein
PJCPLOBG_00391	CDS	678				hypothetical protein
PJCPLOBG_00392	CDS	918	nagK	2.7.1.59		N-acetyl-D-glucosamine kinase
PJCPLOBG_00393	CDS	1512	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PJCPLOBG_00394	CDS	1125	nagC		COG1940	N-acetylglucosamine repressor
PJCPLOBG_00395	CDS	534				hypothetical protein
PJCPLOBG_00396	CDS	384				hypothetical protein
PJCPLOBG_00397	CDS	804	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
PJCPLOBG_00398	CDS	918	lacF_2			Lactose transport system permease protein LacF
PJCPLOBG_00399	CDS	1986	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
PJCPLOBG_00400	CDS	210				hypothetical protein
PJCPLOBG_00401	CDS	1338				hypothetical protein
PJCPLOBG_00402	CDS	1047				hypothetical protein
PJCPLOBG_00403	CDS	306				hypothetical protein
PJCPLOBG_00404	CDS	207				hypothetical protein
PJCPLOBG_00405	CDS	1440				hypothetical protein
