locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMKOGNAN_00038	CDS	1317	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
EMKOGNAN_00039	CDS	2451				hypothetical protein
EMKOGNAN_00040	CDS	687	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EMKOGNAN_00041	CDS	1032	bioB	2.8.1.6	COG0502	Biotin synthase
EMKOGNAN_00042	CDS	528	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
EMKOGNAN_00043	CDS	612				hypothetical protein
EMKOGNAN_00044	CDS	1248	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EMKOGNAN_00045	CDS	204				hypothetical protein
EMKOGNAN_00046	CDS	723				hypothetical protein
EMKOGNAN_00047	CDS	3831				hypothetical protein
EMKOGNAN_00048	CDS	579				hypothetical protein
EMKOGNAN_00049	CDS	1023	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EMKOGNAN_00050	CDS	1365	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
EMKOGNAN_00051	CDS	213				hypothetical protein
EMKOGNAN_00052	CDS	1224				hypothetical protein
EMKOGNAN_00053	CDS	564				hypothetical protein
EMKOGNAN_00054	CDS	3315	mdtC_1			Multidrug resistance protein MdtC
EMKOGNAN_00055	CDS	1212				hypothetical protein
EMKOGNAN_00056	CDS	213				hypothetical protein
EMKOGNAN_00057	CDS	2115	surA_1	5.2.1.8		Chaperone SurA
EMKOGNAN_00058	CDS	465				hypothetical protein
EMKOGNAN_00059	CDS	783	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
EMKOGNAN_00060	CDS	594				hypothetical protein
EMKOGNAN_00061	CDS	1254				hypothetical protein
EMKOGNAN_00062	CDS	1389				hypothetical protein
EMKOGNAN_00063	CDS	2457	lon2	3.4.21.53	COG0466	Lon protease 2
EMKOGNAN_00064	CDS	672	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
EMKOGNAN_00065	CDS	2403				hypothetical protein
EMKOGNAN_00066	CDS	1302	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
EMKOGNAN_00067	CDS	789	arsM	2.1.1.137		Arsenite methyltransferase
EMKOGNAN_00068	CDS	1041	acr3		COG0798	Arsenical-resistance protein Acr3
EMKOGNAN_00069	CDS	879	arsC	1.20.4.4		Arsenate reductase
EMKOGNAN_00070	CDS	1740	lapB_1			Lipopolysaccharide assembly protein B
EMKOGNAN_00071	CDS	504				hypothetical protein
EMKOGNAN_00072	CDS	645				hypothetical protein
EMKOGNAN_00073	CDS	1023				hypothetical protein
EMKOGNAN_00074	CDS	831				hypothetical protein
EMKOGNAN_00075	CDS	687				hypothetical protein
EMKOGNAN_00076	CDS	1281				hypothetical protein
EMKOGNAN_00077	CDS	1929	frsA	3.1.-.-		Esterase FrsA
EMKOGNAN_00078	CDS	921	rhaR_1			HTH-type transcriptional activator RhaR
EMKOGNAN_00079	CDS	450				hypothetical protein
EMKOGNAN_00080	CDS	1371				hypothetical protein
EMKOGNAN_00081	CDS	1266				hypothetical protein
EMKOGNAN_00082	CDS	738	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
EMKOGNAN_00083	CDS	813			COG3039	IS5 family transposase ISBf6
EMKOGNAN_00084	CDS	1026				hypothetical protein
EMKOGNAN_00085	CDS	633				hypothetical protein
EMKOGNAN_00086	CDS	966				hypothetical protein
EMKOGNAN_00087	CDS	372				hypothetical protein
EMKOGNAN_00088	CDS	381				hypothetical protein
EMKOGNAN_00089	CDS	381				hypothetical protein
EMKOGNAN_00090	CDS	588				hypothetical protein
EMKOGNAN_00091	CDS	228				hypothetical protein
EMKOGNAN_00092	CDS	180				hypothetical protein
EMKOGNAN_00093	CDS	894				hypothetical protein
EMKOGNAN_00094	CDS	909	rhaR_2			HTH-type transcriptional activator RhaR
EMKOGNAN_00095	CDS	636				hypothetical protein
EMKOGNAN_00096	CDS	864	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
EMKOGNAN_00097	CDS	498				hypothetical protein
EMKOGNAN_00098	CDS	798	rhaR_3			HTH-type transcriptional activator RhaR
EMKOGNAN_00099	CDS	2283				hypothetical protein
EMKOGNAN_00100	CDS	2958			COG0247	putative protein
EMKOGNAN_00101	CDS	336				hypothetical protein
EMKOGNAN_00102	CDS	429	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
EMKOGNAN_00103	CDS	192				hypothetical protein
EMKOGNAN_00104	CDS	999				hypothetical protein
EMKOGNAN_00105	CDS	366				hypothetical protein
EMKOGNAN_00106	CDS	447				hypothetical protein
EMKOGNAN_00107	CDS	351				hypothetical protein
EMKOGNAN_00108	CDS	2634	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
EMKOGNAN_00109	CDS	459				hypothetical protein
EMKOGNAN_00110	CDS	1476	dacC	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
EMKOGNAN_00111	CDS	723	hisA_1	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EMKOGNAN_00112	CDS	897				hypothetical protein
EMKOGNAN_00113	CDS	1392	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
EMKOGNAN_00114	CDS	1278	metK	2.5.1.6		S-adenosylmethionine synthase
EMKOGNAN_00115	CDS	3513	mdtC_2			Multidrug resistance protein MdtC
EMKOGNAN_00116	CDS	1158	mdtA			Multidrug resistance protein MdtA
EMKOGNAN_00117	CDS	1896				hypothetical protein
EMKOGNAN_00118	CDS	858	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EMKOGNAN_00119	CDS	489				hypothetical protein
EMKOGNAN_00120	CDS	1671				hypothetical protein
EMKOGNAN_00121	CDS	594	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
EMKOGNAN_00122	CDS	537	lptC			Lipopolysaccharide export system protein LptC
EMKOGNAN_00123	CDS	618				hypothetical protein
EMKOGNAN_00124	CDS	363				hypothetical protein
EMKOGNAN_00125	CDS	3330	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EMKOGNAN_00126	CDS	456				hypothetical protein
EMKOGNAN_00127	CDS	222				hypothetical protein
EMKOGNAN_00128	CDS	792				hypothetical protein
EMKOGNAN_00129	CDS	339				hypothetical protein
EMKOGNAN_00130	CDS	279				hypothetical protein
EMKOGNAN_00131	CDS	342				hypothetical protein
EMKOGNAN_00132	CDS	1053	mutS2_1	3.1.-.-		Endonuclease MutS2
EMKOGNAN_00133	CDS	2721	btuB_1			Vitamin B12 transporter BtuB
EMKOGNAN_00134	tRNA	74				tRNA-Phe(gaa)
EMKOGNAN_00135	CDS	915				hypothetical protein
EMKOGNAN_00136	CDS	1911				hypothetical protein
EMKOGNAN_00137	CDS	705				hypothetical protein
EMKOGNAN_00138	CDS	414				hypothetical protein
EMKOGNAN_00139	CDS	1305	der		COG1160	GTPase Der
EMKOGNAN_00140	CDS	2232	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
EMKOGNAN_00141	CDS	267	gyrA_2	5.6.2.2		DNA gyrase subunit A
EMKOGNAN_00142	CDS	699	regX3		COG0745	Sensory transduction protein regX3
EMKOGNAN_00143	CDS	1626	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKOGNAN_00144	CDS	1092			COG1702	PhoH-like protein
EMKOGNAN_00145	CDS	930	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
EMKOGNAN_00146	CDS	804	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EMKOGNAN_00147	CDS	1956				hypothetical protein
EMKOGNAN_00148	CDS	1278				hypothetical protein
EMKOGNAN_00149	CDS	972				hypothetical protein
EMKOGNAN_00150	CDS	975	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
EMKOGNAN_00151	CDS	954				hypothetical protein
EMKOGNAN_00152	CDS	918				hypothetical protein
EMKOGNAN_00153	CDS	1404	alsT		COG1115	Amino-acid carrier protein AlsT
EMKOGNAN_00154	CDS	747				hypothetical protein
EMKOGNAN_00155	CDS	1713				hypothetical protein
EMKOGNAN_00156	CDS	597				hypothetical protein
EMKOGNAN_00157	CDS	369				hypothetical protein
EMKOGNAN_00158	CDS	246				hypothetical protein
EMKOGNAN_00159	CDS	390				hypothetical protein
EMKOGNAN_00160	CDS	246				hypothetical protein
EMKOGNAN_00161	CDS	420				hypothetical protein
EMKOGNAN_00162	CDS	246				hypothetical protein
EMKOGNAN_00163	CDS	333				hypothetical protein
EMKOGNAN_00164	CDS	474				hypothetical protein
EMKOGNAN_00165	CDS	273				hypothetical protein
EMKOGNAN_00166	CDS	318				hypothetical protein
EMKOGNAN_00167	CDS	261				hypothetical protein
EMKOGNAN_00168	CDS	219				hypothetical protein
EMKOGNAN_00169	CDS	240				hypothetical protein
EMKOGNAN_00170	CDS	321				hypothetical protein
EMKOGNAN_00171	CDS	1281				hypothetical protein
EMKOGNAN_00172	CDS	1266				hypothetical protein
EMKOGNAN_00173	CDS	1173	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
EMKOGNAN_00174	CDS	633				hypothetical protein
EMKOGNAN_00175	CDS	318				hypothetical protein
EMKOGNAN_00176	CDS	2403	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
EMKOGNAN_00177	CDS	1815				hypothetical protein
EMKOGNAN_00178	CDS	1902				hypothetical protein
EMKOGNAN_00179	CDS	552				hypothetical protein
EMKOGNAN_00180	CDS	183				hypothetical protein
EMKOGNAN_00181	CDS	1215	yciC		COG0523	Putative metal chaperone YciC
EMKOGNAN_00182	CDS	588				hypothetical protein
EMKOGNAN_00183	CDS	1119		1.-.-.-	COG0492	Putative flavoprotein monooxygenase
EMKOGNAN_00184	CDS	285				hypothetical protein
EMKOGNAN_00185	CDS	1251	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
EMKOGNAN_00186	CDS	435				hypothetical protein
EMKOGNAN_00187	CDS	180				hypothetical protein
EMKOGNAN_00188	CDS	264				hypothetical protein
EMKOGNAN_00189	CDS	567				hypothetical protein
EMKOGNAN_00190	CDS	474				hypothetical protein
EMKOGNAN_00191	CDS	642				hypothetical protein
EMKOGNAN_00192	CDS	3945	lacZ	3.2.1.23		Beta-galactosidase
EMKOGNAN_00193	CDS	3411				hypothetical protein
EMKOGNAN_00194	CDS	780	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EMKOGNAN_00195	CDS	468				hypothetical protein
EMKOGNAN_00196	CDS	276				hypothetical protein
EMKOGNAN_00197	CDS	564				hypothetical protein
EMKOGNAN_00198	CDS	471				hypothetical protein
EMKOGNAN_00199	CDS	1329				hypothetical protein
EMKOGNAN_00200	CDS	927	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EMKOGNAN_00201	CDS	690				hypothetical protein
EMKOGNAN_00202	CDS	1584				hypothetical protein
EMKOGNAN_00203	CDS	1749			COG0659	putative sulfate transporter
EMKOGNAN_00204	CDS	546				hypothetical protein
EMKOGNAN_00205	CDS	795	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
EMKOGNAN_00206	CDS	585				hypothetical protein
EMKOGNAN_00207	CDS	306				hypothetical protein
EMKOGNAN_00208	CDS	378				hypothetical protein
EMKOGNAN_00209	CDS	381				hypothetical protein
EMKOGNAN_00210	CDS	993				hypothetical protein
EMKOGNAN_00211	CDS	2517	quiP_1	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
EMKOGNAN_00212	CDS	426				putative protein
EMKOGNAN_00213	CDS	2148				hypothetical protein
EMKOGNAN_00214	CDS	387				hypothetical protein
EMKOGNAN_00215	CDS	1716	pgcA	5.4.2.2		Phosphoglucomutase
EMKOGNAN_00216	CDS	525	pglK_1	7.5.2.5	COG1132	Protein glycosylation K
EMKOGNAN_00217	CDS	1149				hypothetical protein
EMKOGNAN_00218	CDS	1245	flp			Protein flp
EMKOGNAN_00219	CDS	7161				hypothetical protein
EMKOGNAN_00220	CDS	1320				hypothetical protein
EMKOGNAN_00221	CDS	807	zupT		COG0428	Zinc transporter ZupT
EMKOGNAN_00222	CDS	318	nepA			Nicotine metabolites export pump subunit NepA
EMKOGNAN_00223	CDS	2094				hypothetical protein
EMKOGNAN_00224	CDS	1335				hypothetical protein
EMKOGNAN_00225	CDS	828				hypothetical protein
EMKOGNAN_00226	CDS	1731				hypothetical protein
EMKOGNAN_00227	tRNA	86				tRNA-Leu(gag)
EMKOGNAN_00228	tRNA	74				tRNA-Lys(ttt)
EMKOGNAN_00229	tRNA	74				tRNA-Lys(ttt)
EMKOGNAN_00230	CDS	744				hypothetical protein
EMKOGNAN_00231	CDS	951				IS1595 family transposase ISCco3
EMKOGNAN_00232	CDS	183				hypothetical protein
EMKOGNAN_00233	CDS	1275		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
EMKOGNAN_00234	CDS	699	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
EMKOGNAN_00235	CDS	2364	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKOGNAN_00236	CDS	2319	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKOGNAN_00237	CDS	1473				hypothetical protein
EMKOGNAN_00238	CDS	768				hypothetical protein
EMKOGNAN_00239	CDS	780				hypothetical protein
EMKOGNAN_00240	CDS	1002	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
EMKOGNAN_00241	CDS	1101				hypothetical protein
EMKOGNAN_00242	CDS	333				hypothetical protein
EMKOGNAN_00243	CDS	558				hypothetical protein
EMKOGNAN_00244	CDS	726				hypothetical protein
EMKOGNAN_00245	CDS	1296				hypothetical protein
EMKOGNAN_00246	CDS	2238	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
EMKOGNAN_00247	CDS	288				hypothetical protein
EMKOGNAN_00248	CDS	1497				hypothetical protein
EMKOGNAN_00249	CDS	483				hypothetical protein
EMKOGNAN_00250	CDS	2103				hypothetical protein
EMKOGNAN_00251	CDS	165				hypothetical protein
EMKOGNAN_00252	CDS	138				hypothetical protein
EMKOGNAN_00253	CDS	1203				IS200/IS605 family transposase ISHaha8
EMKOGNAN_00254	CDS	1788	pglK_2	7.5.2.5	COG1132	Protein glycosylation K
EMKOGNAN_00255	CDS	786	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
EMKOGNAN_00256	CDS	627	trpF_1	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
EMKOGNAN_00257	CDS	363				hypothetical protein
EMKOGNAN_00258	CDS	984	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
EMKOGNAN_00259	CDS	2190	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EMKOGNAN_00260	CDS	783				hypothetical protein
EMKOGNAN_00261	CDS	243				hypothetical protein
EMKOGNAN_00262	CDS	2724				hypothetical protein
EMKOGNAN_00263	CDS	756				hypothetical protein
EMKOGNAN_00264	CDS	1041	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKOGNAN_00265	CDS	771				hypothetical protein
EMKOGNAN_00266	CDS	393				hypothetical protein
EMKOGNAN_00267	CDS	612	resA_1			Thiol-disulfide oxidoreductase ResA
EMKOGNAN_00268	CDS	1872	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
EMKOGNAN_00269	CDS	1029				hypothetical protein
EMKOGNAN_00270	CDS	315				hypothetical protein
EMKOGNAN_00271	CDS	462				hypothetical protein
EMKOGNAN_00272	CDS	336				hypothetical protein
EMKOGNAN_00273	CDS	471				hypothetical protein
EMKOGNAN_00274	CDS	315				hypothetical protein
EMKOGNAN_00275	CDS	438				hypothetical protein
EMKOGNAN_00276	CDS	333				hypothetical protein
EMKOGNAN_00277	CDS	462				hypothetical protein
EMKOGNAN_00278	CDS	1212				hypothetical protein
EMKOGNAN_00279	CDS	1068	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
EMKOGNAN_00280	CDS	315				hypothetical protein
EMKOGNAN_00281	CDS	330	ypjD		COG1694	putative protein YpjD
EMKOGNAN_00282	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EMKOGNAN_00283	CDS	342				hypothetical protein
EMKOGNAN_00284	CDS	3048	nagZ	3.2.1.52		Beta-hexosaminidase
EMKOGNAN_00285	CDS	609				hypothetical protein
EMKOGNAN_00286	CDS	4062				hypothetical protein
EMKOGNAN_00287	CDS	1557				hypothetical protein
EMKOGNAN_00288	CDS	1293				hypothetical protein
EMKOGNAN_00289	CDS	1341	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EMKOGNAN_00290	CDS	672				hypothetical protein
EMKOGNAN_00291	CDS	537				hypothetical protein
EMKOGNAN_00292	CDS	4539				hypothetical protein
EMKOGNAN_00293	CDS	1023	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
EMKOGNAN_00294	CDS	945				hypothetical protein
EMKOGNAN_00295	CDS	2016				hypothetical protein
EMKOGNAN_00296	CDS	720	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
EMKOGNAN_00297	CDS	2034				hypothetical protein
EMKOGNAN_00298	CDS	474				hypothetical protein
EMKOGNAN_00299	CDS	252	rpmE2		COG0254	50S ribosomal protein L31 type B
EMKOGNAN_00300	CDS	639				hypothetical protein
EMKOGNAN_00301	CDS	951	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
EMKOGNAN_00302	CDS	858	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
EMKOGNAN_00303	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
EMKOGNAN_00304	CDS	117				hypothetical protein
EMKOGNAN_00305	CDS	2475	pal_1			Peptidoglycan-associated lipoprotein
EMKOGNAN_00306	CDS	942				hypothetical protein
EMKOGNAN_00307	CDS	6513				hypothetical protein
EMKOGNAN_00308	CDS	1188	lysJ_1	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
EMKOGNAN_00309	CDS	195				hypothetical protein
EMKOGNAN_00310	CDS	354				hypothetical protein
EMKOGNAN_00311	CDS	288				hypothetical protein
EMKOGNAN_00312	CDS	243				hypothetical protein
EMKOGNAN_00313	CDS	279				hypothetical protein
EMKOGNAN_00314	CDS	279				hypothetical protein
EMKOGNAN_00315	CDS	573				hypothetical protein
EMKOGNAN_00316	CDS	453	hpaIIM	2.1.1.37		Modification methylase HpaII
EMKOGNAN_00317	CDS	1575				hypothetical protein
EMKOGNAN_00318	CDS	996				hypothetical protein
EMKOGNAN_00319	CDS	981				hypothetical protein
EMKOGNAN_00320	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EMKOGNAN_00321	CDS	1014	glnII	6.3.1.2	COG0174	Glutamine synthetase
EMKOGNAN_00322	CDS	2187	glnA	6.3.1.2		Glutamine synthetase
EMKOGNAN_00323	CDS	585	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EMKOGNAN_00324	CDS	573	adk	2.7.4.3		Adenylate kinase
EMKOGNAN_00325	CDS	453				hypothetical protein
EMKOGNAN_00326	CDS	1113	ald_1	1.4.1.1		Alanine dehydrogenase
EMKOGNAN_00327	CDS	504				hypothetical protein
EMKOGNAN_00328	CDS	2166	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKOGNAN_00329	CDS	1506				hypothetical protein
EMKOGNAN_00330	CDS	2331	pbpC		COG4953	Penicillin-binding protein 1C
EMKOGNAN_00331	CDS	411				hypothetical protein
EMKOGNAN_00332	CDS	4743				hypothetical protein
EMKOGNAN_00333	CDS	1116				hypothetical protein
EMKOGNAN_00334	CDS	390				hypothetical protein
EMKOGNAN_00335	CDS	2475	quiP_2	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
EMKOGNAN_00336	CDS	141				hypothetical protein
EMKOGNAN_00337	CDS	765		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EMKOGNAN_00338	CDS	1431				hypothetical protein
EMKOGNAN_00339	CDS	843	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EMKOGNAN_00340	CDS	1956				hypothetical protein
EMKOGNAN_00341	CDS	789				hypothetical protein
EMKOGNAN_00342	CDS	1308	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
EMKOGNAN_00343	CDS	990	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
EMKOGNAN_00344	CDS	1137	alr1	5.1.1.1	COG0787	Alanine racemase 1
EMKOGNAN_00345	CDS	564	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
EMKOGNAN_00346	CDS	1947				hypothetical protein
EMKOGNAN_00347	CDS	1941				hypothetical protein
EMKOGNAN_00348	CDS	1635				hypothetical protein
EMKOGNAN_00349	CDS	765	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EMKOGNAN_00350	CDS	585				hypothetical protein
EMKOGNAN_00351	CDS	582				hypothetical protein
EMKOGNAN_00352	CDS	1047	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EMKOGNAN_00353	CDS	444				hypothetical protein
EMKOGNAN_00354	CDS	582	puuR			HTH-type transcriptional regulator PuuR
EMKOGNAN_00355	CDS	249				hypothetical protein
EMKOGNAN_00356	CDS	492				hypothetical protein
EMKOGNAN_00357	CDS	888				hypothetical protein
EMKOGNAN_00358	CDS	507				hypothetical protein
EMKOGNAN_00359	CDS	2394				hypothetical protein
EMKOGNAN_00360	CDS	1008				hypothetical protein
EMKOGNAN_00361	CDS	696	ypdB_1		COG3279	Transcriptional regulatory protein YpdB
EMKOGNAN_00362	CDS	1152				hypothetical protein
EMKOGNAN_00363	CDS	1971				hypothetical protein
EMKOGNAN_00364	CDS	573	polC_2	2.7.7.7		DNA polymerase III PolC-type
EMKOGNAN_00365	CDS	228	rpmB		COG0227	50S ribosomal protein L28
EMKOGNAN_00366	CDS	189	rpmG2			50S ribosomal protein L33 2
EMKOGNAN_00367	CDS	153				hypothetical protein
EMKOGNAN_00368	CDS	618				hypothetical protein
EMKOGNAN_00369	CDS	3942				hypothetical protein
EMKOGNAN_00370	CDS	1032				hypothetical protein
EMKOGNAN_00371	CDS	138				hypothetical protein
EMKOGNAN_00372	CDS	513				hypothetical protein
EMKOGNAN_00373	CDS	138				hypothetical protein
EMKOGNAN_00374	CDS	360				hypothetical protein
EMKOGNAN_00375	CDS	354				hypothetical protein
EMKOGNAN_00376	CDS	141				hypothetical protein
EMKOGNAN_00377	CDS	495				hypothetical protein
EMKOGNAN_00378	CDS	159				hypothetical protein
EMKOGNAN_00379	CDS	186				hypothetical protein
EMKOGNAN_00380	CDS	471				hypothetical protein
EMKOGNAN_00381	CDS	276				hypothetical protein
EMKOGNAN_00382	CDS	264				hypothetical protein
EMKOGNAN_00383	CDS	1626				hypothetical protein
EMKOGNAN_00384	CDS	690				hypothetical protein
EMKOGNAN_00385	CDS	285				hypothetical protein
EMKOGNAN_00386	CDS	219				hypothetical protein
EMKOGNAN_00387	CDS	261				hypothetical protein
EMKOGNAN_00388	CDS	1233		3.4.24.-	COG0612	putative zinc protease
EMKOGNAN_00389	CDS	810				hypothetical protein
EMKOGNAN_00390	CDS	1206	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
EMKOGNAN_00391	CDS	390				hypothetical protein
EMKOGNAN_00392	CDS	975	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
EMKOGNAN_00393	CDS	489				hypothetical protein
EMKOGNAN_00394	CDS	2184				hypothetical protein
EMKOGNAN_00395	CDS	987	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKOGNAN_00396	CDS	444				hypothetical protein
EMKOGNAN_00397	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EMKOGNAN_00398	CDS	4635				hypothetical protein
EMKOGNAN_00399	CDS	1281				hypothetical protein
EMKOGNAN_00400	CDS	777				hypothetical protein
EMKOGNAN_00401	CDS	186				hypothetical protein
EMKOGNAN_00402	CDS	954	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EMKOGNAN_00403	CDS	510				hypothetical protein
EMKOGNAN_00404	CDS	1047				hypothetical protein
EMKOGNAN_00405	CDS	900				hypothetical protein
EMKOGNAN_00406	CDS	816				hypothetical protein
EMKOGNAN_00407	CDS	3141				hypothetical protein
EMKOGNAN_00408	CDS	2511				hypothetical protein
EMKOGNAN_00409	CDS	300				hypothetical protein
EMKOGNAN_00410	CDS	270				hypothetical protein
EMKOGNAN_00411	CDS	384				hypothetical protein
EMKOGNAN_00412	CDS	231				hypothetical protein
EMKOGNAN_00413	CDS	387				hypothetical protein
