locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPDDMEIP_00032	CDS	471	smpB		COG0691	SsrA-binding protein
OPDDMEIP_00033	CDS	783				hypothetical protein
OPDDMEIP_00034	CDS	948	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
OPDDMEIP_00035	CDS	504	fixN	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
OPDDMEIP_00036	CDS	684				hypothetical protein
OPDDMEIP_00037	CDS	225				hypothetical protein
OPDDMEIP_00038	CDS	891				hypothetical protein
OPDDMEIP_00039	CDS	273				hypothetical protein
OPDDMEIP_00040	CDS	93				hypothetical protein
OPDDMEIP_00041	CDS	624				hypothetical protein
OPDDMEIP_00042	CDS	558				hypothetical protein
OPDDMEIP_00043	CDS	2373				hypothetical protein
OPDDMEIP_00044	CDS	351				hypothetical protein
OPDDMEIP_00045	CDS	201				hypothetical protein
OPDDMEIP_00046	CDS	690	prfB_1		COG1186	Peptide chain release factor RF2
OPDDMEIP_00047	CDS	159	prfB_2			Peptide chain release factor 2
OPDDMEIP_00048	CDS	279	prfB_3			Peptide chain release factor 2
OPDDMEIP_00049	CDS	243				hypothetical protein
OPDDMEIP_00050	CDS	588				hypothetical protein
OPDDMEIP_00051	CDS	258				hypothetical protein
OPDDMEIP_00052	CDS	1860				hypothetical protein
OPDDMEIP_00053	CDS	696	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OPDDMEIP_00054	CDS	489	mnmG_2		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OPDDMEIP_00055	CDS	609	mnmG_3		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OPDDMEIP_00056	CDS	2412				hypothetical protein
OPDDMEIP_00057	CDS	2448				hypothetical protein
OPDDMEIP_00058	CDS	2085				hypothetical protein
OPDDMEIP_00059	CDS	612				hypothetical protein
OPDDMEIP_00060	CDS	225				hypothetical protein
OPDDMEIP_00061	CDS	156				hypothetical protein
OPDDMEIP_00062	CDS	1170	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
OPDDMEIP_00063	CDS	300				hypothetical protein
OPDDMEIP_00064	CDS	123				hypothetical protein
OPDDMEIP_00065	CDS	279				hypothetical protein
OPDDMEIP_00066	CDS	636				hypothetical protein
OPDDMEIP_00067	CDS	156				hypothetical protein
OPDDMEIP_00068	CDS	132	hypB_1		COG0378	Hydrogenase/urease maturation factor HypB
OPDDMEIP_00069	CDS	363	hypB_2		COG0378	Hydrogenase maturation factor HypB
OPDDMEIP_00070	CDS	264	hypC		COG0298	Hydrogenase maturation factor HypC
OPDDMEIP_00071	CDS	1125	hypD		COG0409	Hydrogenase maturation factor HypD
OPDDMEIP_00072	CDS	999	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
OPDDMEIP_00073	CDS	342	hypA		COG0375	Hydrogenase/urease maturation factor HypA
OPDDMEIP_00074	CDS	1911				hypothetical protein
OPDDMEIP_00075	CDS	489				hypothetical protein
OPDDMEIP_00076	CDS	141				hypothetical protein
OPDDMEIP_00077	CDS	147				hypothetical protein
OPDDMEIP_00078	CDS	237				hypothetical protein
OPDDMEIP_00079	CDS	897	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OPDDMEIP_00080	CDS	396				hypothetical protein
OPDDMEIP_00081	CDS	516				hypothetical protein
OPDDMEIP_00082	CDS	198				hypothetical protein
OPDDMEIP_00083	CDS	768	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
OPDDMEIP_00084	CDS	363	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OPDDMEIP_00085	CDS	303	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OPDDMEIP_00086	CDS	408				hypothetical protein
OPDDMEIP_00087	CDS	201				hypothetical protein
OPDDMEIP_00088	CDS	210				hypothetical protein
OPDDMEIP_00089	CDS	435				hypothetical protein
OPDDMEIP_00090	CDS	546	priA_1	3.6.4.-		primosomal protein N'
OPDDMEIP_00091	CDS	1323	priA_2	3.6.4.-	COG1198	Primosomal protein N'
OPDDMEIP_00092	CDS	540				hypothetical protein
OPDDMEIP_00093	CDS	156				hypothetical protein
OPDDMEIP_00094	CDS	372				hypothetical protein
OPDDMEIP_00095	CDS	552				hypothetical protein
OPDDMEIP_00096	CDS	429				hypothetical protein
OPDDMEIP_00097	CDS	756				hypothetical protein
OPDDMEIP_00098	CDS	102				hypothetical protein
OPDDMEIP_00099	CDS	423				hypothetical protein
OPDDMEIP_00100	CDS	555				hypothetical protein
OPDDMEIP_00101	CDS	252				hypothetical protein
OPDDMEIP_00102	CDS	240				hypothetical protein
OPDDMEIP_00103	CDS	567				hypothetical protein
OPDDMEIP_00104	CDS	189				hypothetical protein
OPDDMEIP_00105	CDS	276				hypothetical protein
OPDDMEIP_00106	CDS	429				hypothetical protein
OPDDMEIP_00107	CDS	168				hypothetical protein
OPDDMEIP_00108	CDS	264				hypothetical protein
OPDDMEIP_00109	CDS	222				hypothetical protein
OPDDMEIP_00110	CDS	471				hypothetical protein
OPDDMEIP_00111	CDS	186				hypothetical protein
OPDDMEIP_00112	CDS	258				hypothetical protein
OPDDMEIP_00113	CDS	390				hypothetical protein
OPDDMEIP_00114	CDS	225				hypothetical protein
OPDDMEIP_00115	CDS	204				hypothetical protein
OPDDMEIP_00116	CDS	192				hypothetical protein
OPDDMEIP_00117	CDS	231				hypothetical protein
OPDDMEIP_00118	CDS	129				hypothetical protein
OPDDMEIP_00119	CDS	222				hypothetical protein
OPDDMEIP_00120	CDS	159				hypothetical protein
OPDDMEIP_00121	CDS	129				hypothetical protein
OPDDMEIP_00122	CDS	558				hypothetical protein
OPDDMEIP_00123	CDS	237				hypothetical protein
OPDDMEIP_00124	CDS	207				hypothetical protein
OPDDMEIP_00125	CDS	180				hypothetical protein
OPDDMEIP_00126	CDS	462				hypothetical protein
OPDDMEIP_00127	CDS	219				hypothetical protein
OPDDMEIP_00128	CDS	249				hypothetical protein
OPDDMEIP_00129	CDS	255				hypothetical protein
OPDDMEIP_00130	CDS	183				hypothetical protein
OPDDMEIP_00131	CDS	489				hypothetical protein
OPDDMEIP_00132	CDS	858	glnD_1	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
OPDDMEIP_00133	CDS	246	glnD_2	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
OPDDMEIP_00134	CDS	753				hypothetical protein
OPDDMEIP_00135	CDS	864				hypothetical protein
OPDDMEIP_00136	CDS	717				hypothetical protein
OPDDMEIP_00137	CDS	210				hypothetical protein
OPDDMEIP_00138	CDS	3774				hypothetical protein
OPDDMEIP_00139	CDS	1215	amtB			Ammonia channel
OPDDMEIP_00140	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
OPDDMEIP_00141	CDS	1185	nrgA			Ammonium transporter
OPDDMEIP_00142	CDS	201	glnB_2		COG0347	Nitrogen regulatory protein P-II
OPDDMEIP_00143	CDS	150	glnB_3		COG0347	Nitrogen regulatory protein P-II
OPDDMEIP_00144	CDS	942				hypothetical protein
OPDDMEIP_00145	CDS	870				hypothetical protein
OPDDMEIP_00146	CDS	930				hypothetical protein
OPDDMEIP_00147	CDS	1764	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OPDDMEIP_00148	CDS	1725	dnaE2	2.7.7.7		Error-prone DNA polymerase
OPDDMEIP_00149	CDS	789	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
OPDDMEIP_00150	CDS	261				hypothetical protein
OPDDMEIP_00151	CDS	288				hypothetical protein
OPDDMEIP_00152	CDS	456	sodN	1.15.1.1		Superoxide dismutase [Ni]
OPDDMEIP_00153	CDS	1332				hypothetical protein
OPDDMEIP_00154	CDS	771				hypothetical protein
OPDDMEIP_00155	CDS	264				hypothetical protein
OPDDMEIP_00156	CDS	480	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OPDDMEIP_00157	CDS	234				hypothetical protein
OPDDMEIP_00158	CDS	192				hypothetical protein
OPDDMEIP_00159	CDS	201				hypothetical protein
OPDDMEIP_00160	CDS	207				hypothetical protein
OPDDMEIP_00161	CDS	189				hypothetical protein
OPDDMEIP_00162	CDS	1449				hypothetical protein
OPDDMEIP_00163	CDS	540				hypothetical protein
OPDDMEIP_00164	CDS	795				hypothetical protein
OPDDMEIP_00165	CDS	453				hypothetical protein
OPDDMEIP_00166	CDS	828				hypothetical protein
OPDDMEIP_00167	CDS	123				hypothetical protein
OPDDMEIP_00168	CDS	3015				hypothetical protein
OPDDMEIP_00169	CDS	1491				hypothetical protein
OPDDMEIP_00170	CDS	657	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
OPDDMEIP_00171	CDS	321				hypothetical protein
OPDDMEIP_00172	CDS	1062	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
OPDDMEIP_00173	CDS	1563				hypothetical protein
OPDDMEIP_00174	CDS	465				hypothetical protein
OPDDMEIP_00175	CDS	738	miaB_1	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OPDDMEIP_00176	CDS	363	miaB_2	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OPDDMEIP_00177	CDS	231	miaB_3	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OPDDMEIP_00178	CDS	243				hypothetical protein
OPDDMEIP_00179	CDS	258	nusA_1			Transcription termination/antitermination protein NusA
OPDDMEIP_00180	CDS	834	nusA_2			Transcription termination/antitermination protein NusA
OPDDMEIP_00181	CDS	1065	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OPDDMEIP_00182	CDS	738	betS			Glycine betaine/proline betaine transporter BetS
OPDDMEIP_00183	CDS	1275			COG1292	Glycine betaine transporter
OPDDMEIP_00184	CDS	228				hypothetical protein
OPDDMEIP_00185	CDS	258	rpsR		COG0238	30S ribosomal protein S18
OPDDMEIP_00186	CDS	249				hypothetical protein
OPDDMEIP_00187	CDS	621	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
OPDDMEIP_00188	CDS	747	glnQ			Glutamine transport ATP-binding protein GlnQ
OPDDMEIP_00189	CDS	426				hypothetical protein
OPDDMEIP_00190	CDS	375				hypothetical protein
OPDDMEIP_00191	CDS	636				hypothetical protein
OPDDMEIP_00192	CDS	327				hypothetical protein
OPDDMEIP_00193	CDS	366				hypothetical protein
OPDDMEIP_00194	CDS	591				hypothetical protein
OPDDMEIP_00195	CDS	138				hypothetical protein
OPDDMEIP_00196	CDS	267				hypothetical protein
OPDDMEIP_00197	CDS	219				hypothetical protein
OPDDMEIP_00198	CDS	222				hypothetical protein
OPDDMEIP_00199	CDS	570	cysG	4.99.1.4		Siroheme synthase
OPDDMEIP_00200	CDS	213	napA_1	1.9.6.1	COG0243	Periplasmic nitrate reductase
OPDDMEIP_00201	CDS	1806	napA_2	1.9.6.1	COG0243	Periplasmic nitrate reductase
OPDDMEIP_00202	CDS	549	napA_3	1.9.6.1		Periplasmic nitrate reductase
OPDDMEIP_00203	CDS	342	napA_4	1.9.6.1		Periplasmic nitrate reductase
OPDDMEIP_00204	CDS	375	napG		COG1145	Ferredoxin-type protein NapG
OPDDMEIP_00205	CDS	483				hypothetical protein
OPDDMEIP_00206	CDS	306				hypothetical protein
OPDDMEIP_00207	CDS	1026	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OPDDMEIP_00208	CDS	1152	bcr			Bicyclomycin resistance protein
OPDDMEIP_00209	CDS	1800	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OPDDMEIP_00210	CDS	1689				hypothetical protein
OPDDMEIP_00211	CDS	537				hypothetical protein
OPDDMEIP_00212	CDS	996	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OPDDMEIP_00213	CDS	402	speE	2.5.1.16		Polyamine aminopropyltransferase
OPDDMEIP_00214	CDS	309				hypothetical protein
OPDDMEIP_00215	CDS	150				hypothetical protein
OPDDMEIP_00216	CDS	168				hypothetical protein
OPDDMEIP_00217	CDS	414	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
OPDDMEIP_00218	CDS	225				hypothetical protein
OPDDMEIP_00219	CDS	183				hypothetical protein
OPDDMEIP_00220	CDS	621				hypothetical protein
OPDDMEIP_00221	CDS	249				hypothetical protein
OPDDMEIP_00222	CDS	225				hypothetical protein
OPDDMEIP_00223	CDS	825	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
OPDDMEIP_00224	CDS	1434				hypothetical protein
OPDDMEIP_00225	CDS	1962				hypothetical protein
OPDDMEIP_00226	CDS	384				hypothetical protein
OPDDMEIP_00227	CDS	1065				hypothetical protein
OPDDMEIP_00228	CDS	141				hypothetical protein
OPDDMEIP_00229	CDS	261				hypothetical protein
OPDDMEIP_00230	CDS	270	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
OPDDMEIP_00231	CDS	591				hypothetical protein
OPDDMEIP_00232	CDS	834				hypothetical protein
OPDDMEIP_00233	CDS	561				hypothetical protein
OPDDMEIP_00234	CDS	537				hypothetical protein
OPDDMEIP_00235	CDS	486	polC	2.7.7.7		DNA polymerase III PolC-type
OPDDMEIP_00236	CDS	594	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
OPDDMEIP_00237	CDS	654	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
OPDDMEIP_00238	CDS	1014				hypothetical protein
OPDDMEIP_00239	CDS	441				hypothetical protein
OPDDMEIP_00240	CDS	585				hypothetical protein
OPDDMEIP_00241	CDS	1197	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
OPDDMEIP_00242	CDS	666	srrA		COG0745	Transcriptional regulatory protein SrrA
OPDDMEIP_00243	CDS	498				hypothetical protein
OPDDMEIP_00244	CDS	240	pyrP			Uracil permease
OPDDMEIP_00245	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
OPDDMEIP_00246	CDS	483	hemN_1	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
OPDDMEIP_00247	CDS	912	hemN_2	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
OPDDMEIP_00248	CDS	1302	lutA			Lactate utilization protein A
OPDDMEIP_00249	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OPDDMEIP_00250	CDS	264				hypothetical protein
OPDDMEIP_00251	CDS	192				hypothetical protein
OPDDMEIP_00252	CDS	633	mprA_2		COG0745	Response regulator MprA
OPDDMEIP_00253	CDS	96				hypothetical protein
OPDDMEIP_00254	CDS	486	polA_1	2.7.7.7		DNA polymerase I
OPDDMEIP_00255	CDS	2193	polA_2	2.7.7.7	COG0258	DNA polymerase I
OPDDMEIP_00256	CDS	639	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
OPDDMEIP_00257	CDS	108				hypothetical protein
OPDDMEIP_00258	CDS	441				hypothetical protein
OPDDMEIP_00259	CDS	180				hypothetical protein
OPDDMEIP_00260	CDS	249				hypothetical protein
OPDDMEIP_00261	CDS	564			COG1073	putative protein
OPDDMEIP_00262	CDS	699				hypothetical protein
OPDDMEIP_00263	CDS	141				hypothetical protein
OPDDMEIP_00264	CDS	918	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPDDMEIP_00265	CDS	120				hypothetical protein
OPDDMEIP_00266	CDS	696	tupB		COG4662	Tungstate uptake system permease protein TupB
OPDDMEIP_00267	CDS	522	tupA			Tungstate-binding protein TupA
OPDDMEIP_00268	CDS	261				hypothetical protein
OPDDMEIP_00269	CDS	951	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OPDDMEIP_00270	CDS	303				hypothetical protein
OPDDMEIP_00271	CDS	990	iscS	2.8.1.7		Cysteine desulfurase IscS
OPDDMEIP_00272	CDS	201				hypothetical protein
OPDDMEIP_00273	CDS	246				hypothetical protein
OPDDMEIP_00274	CDS	792	fdhD		COG1526	Sulfur carrier protein FdhD
OPDDMEIP_00275	CDS	162				hypothetical protein
OPDDMEIP_00276	CDS	774				hypothetical protein
OPDDMEIP_00277	CDS	615	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
OPDDMEIP_00278	CDS	153				hypothetical protein
OPDDMEIP_00279	CDS	783	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OPDDMEIP_00280	CDS	786	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
OPDDMEIP_00281	CDS	189	pdxA_1	1.1.1.262		4-hydroxythreonine-4-phosphate dehydrogenase
OPDDMEIP_00282	CDS	672	pdxA_2	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
OPDDMEIP_00283	CDS	1068				hypothetical protein
OPDDMEIP_00284	CDS	708	pyrH	2.7.4.22	COG0528	Uridylate kinase
OPDDMEIP_00285	CDS	240	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
OPDDMEIP_00286	CDS	2145				hypothetical protein
OPDDMEIP_00287	CDS	468	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OPDDMEIP_00288	CDS	447	tyrS_2	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OPDDMEIP_00289	CDS	102				hypothetical protein
OPDDMEIP_00290	CDS	996				hypothetical protein
OPDDMEIP_00291	CDS	198				hypothetical protein
OPDDMEIP_00292	CDS	462				hypothetical protein
OPDDMEIP_00293	CDS	432	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
OPDDMEIP_00294	CDS	492	rep	3.6.4.12		ATP-dependent DNA helicase Rep
OPDDMEIP_00295	CDS	162				hypothetical protein
OPDDMEIP_00296	CDS	456				hypothetical protein
OPDDMEIP_00297	CDS	963				hypothetical protein
OPDDMEIP_00298	CDS	936	xerC		COG4974	Tyrosine recombinase XerC
OPDDMEIP_00299	CDS	2028	valS	6.1.1.9	COG0525	Valine--tRNA ligase
OPDDMEIP_00300	CDS	240				hypothetical protein
OPDDMEIP_00301	CDS	126				hypothetical protein
OPDDMEIP_00302	CDS	477	czcA			Cobalt-zinc-cadmium resistance protein CzcA
OPDDMEIP_00303	CDS	681				hypothetical protein
OPDDMEIP_00304	CDS	1362	mfd	3.6.4.-		Transcription-repair-coupling factor
OPDDMEIP_00305	CDS	294				hypothetical protein
OPDDMEIP_00306	CDS	246				hypothetical protein
OPDDMEIP_00307	CDS	438				hypothetical protein
OPDDMEIP_00308	CDS	903				hypothetical protein
OPDDMEIP_00309	CDS	1170	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
OPDDMEIP_00310	CDS	276				hypothetical protein
OPDDMEIP_00311	CDS	2466	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OPDDMEIP_00312	CDS	345				hypothetical protein
OPDDMEIP_00313	CDS	504				hypothetical protein
OPDDMEIP_00314	CDS	561	secF		COG0341	Protein translocase subunit SecF
OPDDMEIP_00315	CDS	372				hypothetical protein
OPDDMEIP_00316	CDS	309				hypothetical protein
OPDDMEIP_00317	CDS	372				hypothetical protein
OPDDMEIP_00318	CDS	300				hypothetical protein
OPDDMEIP_00319	CDS	273				hypothetical protein
OPDDMEIP_00320	CDS	405				hypothetical protein
OPDDMEIP_00321	CDS	405				hypothetical protein
OPDDMEIP_00322	CDS	201				hypothetical protein
OPDDMEIP_00323	CDS	585				hypothetical protein
OPDDMEIP_00324	CDS	435				hypothetical protein
OPDDMEIP_00325	CDS	372				hypothetical protein
OPDDMEIP_00326	CDS	153				hypothetical protein
OPDDMEIP_00327	CDS	396				hypothetical protein
OPDDMEIP_00328	CDS	1470				hypothetical protein
OPDDMEIP_00329	CDS	159				hypothetical protein
OPDDMEIP_00330	CDS	441				hypothetical protein
OPDDMEIP_00331	CDS	207				hypothetical protein
OPDDMEIP_00332	CDS	468				hypothetical protein
OPDDMEIP_00333	CDS	219				hypothetical protein
OPDDMEIP_00334	CDS	162				hypothetical protein
OPDDMEIP_00335	CDS	102				hypothetical protein
OPDDMEIP_00336	CDS	1116				hypothetical protein
OPDDMEIP_00337	CDS	225				hypothetical protein
OPDDMEIP_00338	CDS	471	bcgIB	3.1.21.-		Restriction enzyme BgcI subunit beta
OPDDMEIP_00339	CDS	861	bcgIA_1	3.1.21.-		Restriction enzyme BgcI subunit alpha
OPDDMEIP_00340	CDS	1110	bcgIA_2	3.1.21.-		Restriction enzyme BgcI subunit alpha
OPDDMEIP_00341	CDS	276				hypothetical protein
OPDDMEIP_00342	CDS	408				IS1595 family transposase ISAzca1
OPDDMEIP_00343	CDS	297				hypothetical protein
OPDDMEIP_00344	CDS	213				hypothetical protein
OPDDMEIP_00345	CDS	813				hypothetical protein
OPDDMEIP_00346	CDS	342				hypothetical protein
OPDDMEIP_00347	CDS	1086	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
OPDDMEIP_00348	CDS	1152				hypothetical protein
OPDDMEIP_00349	CDS	378	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
OPDDMEIP_00350	CDS	1344	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
OPDDMEIP_00351	CDS	276	flhA_3		COG1298	Flagellar biosynthesis protein FlhA
OPDDMEIP_00352	CDS	174				hypothetical protein
OPDDMEIP_00353	CDS	1488				hypothetical protein
OPDDMEIP_00354	CDS	708				hypothetical protein
OPDDMEIP_00355	CDS	1239	napA_5	1.9.6.1		Periplasmic nitrate reductase
OPDDMEIP_00356	CDS	501				hypothetical protein
OPDDMEIP_00357	CDS	1002				hypothetical protein
OPDDMEIP_00358	CDS	534	rimM			Ribosome maturation factor RimM
OPDDMEIP_00359	CDS	240				hypothetical protein
OPDDMEIP_00360	CDS	228	rpsP		COG0228	30S ribosomal protein S16
OPDDMEIP_00361	CDS	1353	ffh		COG0541	Signal recognition particle protein
OPDDMEIP_00362	CDS	750	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
OPDDMEIP_00363	CDS	1149	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
OPDDMEIP_00364	CDS	720				hypothetical protein
OPDDMEIP_00365	CDS	138				hypothetical protein
OPDDMEIP_00366	CDS	147				hypothetical protein
OPDDMEIP_00367	CDS	222				hypothetical protein
OPDDMEIP_00368	CDS	216				hypothetical protein
OPDDMEIP_00369	CDS	729	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
OPDDMEIP_00370	CDS	213	purE	5.4.99.18		N5-carboxyaminoimidazole ribonucleotide mutase
OPDDMEIP_00371	CDS	267				hypothetical protein
OPDDMEIP_00372	CDS	789				hypothetical protein
OPDDMEIP_00373	CDS	207				hypothetical protein
OPDDMEIP_00374	CDS	1032	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
OPDDMEIP_00375	CDS	1098	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
OPDDMEIP_00376	CDS	1788	appA			Oligopeptide-binding protein AppA
OPDDMEIP_00377	CDS	396	tolR			Tol-Pal system protein TolR
OPDDMEIP_00378	CDS	543	tolQ_1			Tol-Pal system protein TolQ
OPDDMEIP_00379	CDS	507				hypothetical protein
OPDDMEIP_00380	CDS	264				hypothetical protein
OPDDMEIP_00381	CDS	780				hypothetical protein
OPDDMEIP_00382	CDS	738	mauG	1.-.-.-		Methylamine utilization protein MauG
OPDDMEIP_00383	CDS	708	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OPDDMEIP_00384	CDS	1701				hypothetical protein
OPDDMEIP_00385	CDS	558				hypothetical protein
OPDDMEIP_00386	CDS	600				hypothetical protein
OPDDMEIP_00387	CDS	1077	mexA			Multidrug resistance protein MexA
OPDDMEIP_00388	CDS	414				hypothetical protein
OPDDMEIP_00389	CDS	303				hypothetical protein
OPDDMEIP_00390	CDS	399				hypothetical protein
OPDDMEIP_00391	CDS	594		1.1.1.81	COG0111	Hydroxypyruvate reductase
OPDDMEIP_00392	CDS	210				hypothetical protein
OPDDMEIP_00393	CDS	1476	rpsA		COG0539	30S ribosomal protein S1
OPDDMEIP_00394	CDS	588	ispH_1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
OPDDMEIP_00395	CDS	222	ispH_2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
OPDDMEIP_00396	CDS	171	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
OPDDMEIP_00397	CDS	732	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
OPDDMEIP_00398	CDS	249	aroA_2	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
OPDDMEIP_00399	CDS	474	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
OPDDMEIP_00400	CDS	633				hypothetical protein
OPDDMEIP_00401	CDS	276	pheT_2	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OPDDMEIP_00402	CDS	168	pheS_1	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OPDDMEIP_00403	CDS	306	pheS_2	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OPDDMEIP_00404	CDS	399				hypothetical protein
OPDDMEIP_00405	CDS	120				hypothetical protein
