locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDMHGAKP_00313	CDS	1734	mdtB_1		COG0841	Multidrug resistance protein MdtB
IDMHGAKP_00314	CDS	1377	mdtA_2			Multidrug resistance protein MdtA
IDMHGAKP_00315	CDS	531				hypothetical protein
IDMHGAKP_00316	CDS	954	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
IDMHGAKP_00317	CDS	1266	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
IDMHGAKP_00318	CDS	1062	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
IDMHGAKP_00319	CDS	711				hypothetical protein
IDMHGAKP_00320	CDS	948				hypothetical protein
IDMHGAKP_00321	CDS	1836	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
IDMHGAKP_00322	CDS	462				hypothetical protein
IDMHGAKP_00323	CDS	720				hypothetical protein
IDMHGAKP_00324	CDS	1476	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
IDMHGAKP_00325	CDS	762				hypothetical protein
IDMHGAKP_00326	CDS	585		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
IDMHGAKP_00327	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
IDMHGAKP_00328	CDS	621				hypothetical protein
IDMHGAKP_00329	CDS	456	recX			Regulatory protein RecX
IDMHGAKP_00330	CDS	1551	ndhB_1	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
IDMHGAKP_00331	CDS	363				hypothetical protein
IDMHGAKP_00332	CDS	111	petG			Cytochrome b6-f complex subunit 5
IDMHGAKP_00333	CDS	1164				hypothetical protein
IDMHGAKP_00334	CDS	264				hypothetical protein
IDMHGAKP_00335	CDS	612	hisB_1	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
IDMHGAKP_00336	CDS	342	mazF9	3.1.-.-	COG2337	Endoribonuclease MazF9
IDMHGAKP_00337	CDS	234				hypothetical protein
IDMHGAKP_00338	CDS	156	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IDMHGAKP_00339	CDS	591	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IDMHGAKP_00340	CDS	672	ntcA			Global nitrogen regulator
IDMHGAKP_00341	CDS	954	smc_1			Chromosome partition protein Smc
IDMHGAKP_00342	CDS	570				hypothetical protein
IDMHGAKP_00343	CDS	627				hypothetical protein
IDMHGAKP_00344	CDS	579				hypothetical protein
IDMHGAKP_00345	CDS	231				hypothetical protein
IDMHGAKP_00346	CDS	942				hypothetical protein
IDMHGAKP_00347	CDS	1029				hypothetical protein
	CRISPR	2599				
IDMHGAKP_00348	CDS	219				hypothetical protein
IDMHGAKP_00349	CDS	933				hypothetical protein
IDMHGAKP_00350	CDS	675				hypothetical protein
IDMHGAKP_00351	CDS	579	yceD_1		COG2310	General stress protein 16U
IDMHGAKP_00352	CDS	597	yceC		COG2310	Stress response protein SCP2
IDMHGAKP_00353	CDS	96				hypothetical protein
IDMHGAKP_00354	CDS	927	tolB_1		COG0823	Tol-Pal system protein TolB
IDMHGAKP_00355	CDS	1668				hypothetical protein
IDMHGAKP_00356	CDS	1131				hypothetical protein
IDMHGAKP_00357	CDS	3291	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
IDMHGAKP_00358	CDS	213				hypothetical protein
IDMHGAKP_00359	CDS	141				hypothetical protein
IDMHGAKP_00360	CDS	771				hypothetical protein
IDMHGAKP_00361	CDS	492				hypothetical protein
IDMHGAKP_00362	CDS	372				hypothetical protein
IDMHGAKP_00363	CDS	1752	ubiB_2	2.7.-.-		protein kinase UbiB
IDMHGAKP_00364	CDS	1128	desV_1	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
IDMHGAKP_00365	CDS	1833				hypothetical protein
IDMHGAKP_00366	CDS	321				hypothetical protein
IDMHGAKP_00367	tRNA	72				tRNA-Gly(gcc)
IDMHGAKP_00368	CDS	420				hypothetical protein
IDMHGAKP_00369	CDS	1245	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
	CRISPR	1343				
IDMHGAKP_00370	CDS	399				hypothetical protein
	CRISPR	757				
IDMHGAKP_00371	CDS	504	mshD_1	2.3.1.189		Mycothiol acetyltransferase
IDMHGAKP_00372	CDS	684				hypothetical protein
IDMHGAKP_00373	CDS	942		1.-.-.-	COG0667	putative oxidoreductase
IDMHGAKP_00374	CDS	1341	guaD	3.5.4.3	COG0402	Guanine deaminase
IDMHGAKP_00375	CDS	708				hypothetical protein
IDMHGAKP_00376	CDS	1122			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
IDMHGAKP_00377	CDS	909	glcK_1	2.7.1.2	COG1940	Glucokinase
IDMHGAKP_00378	CDS	1284	sctC			Type 3 secretion system secretin
IDMHGAKP_00379	CDS	1107				hypothetical protein
IDMHGAKP_00380	CDS	876				hypothetical protein
IDMHGAKP_00381	CDS	1014	ousX_1		COG2113	Glycine betaine-binding periplasmic protein OusX
IDMHGAKP_00382	CDS	957				hypothetical protein
IDMHGAKP_00383	CDS	1083	ycf3_2			Photosystem I assembly protein Ycf3
IDMHGAKP_00384	CDS	1608				hypothetical protein
IDMHGAKP_00385	CDS	249				hypothetical protein
IDMHGAKP_00386	CDS	1974	ziaA	7.2.2.12		Zinc-transporting ATPase
IDMHGAKP_00387	CDS	2232	comEC		COG0658	ComE operon protein 3
IDMHGAKP_00388	CDS	429				hypothetical protein
IDMHGAKP_00389	CDS	348				hypothetical protein
IDMHGAKP_00390	CDS	1794	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IDMHGAKP_00391	CDS	1473	ffh		COG0541	Signal recognition particle protein
IDMHGAKP_00392	CDS	264	rpsP		COG0228	30S ribosomal protein S16
IDMHGAKP_00393	CDS	447				hypothetical protein
IDMHGAKP_00394	CDS	483			COG1702	PhoH-like protein
IDMHGAKP_00395	CDS	534			COG1702	PhoH-like protein
IDMHGAKP_00396	CDS	801				hypothetical protein
