locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEPGPKBI_00035	CDS	303				hypothetical protein
EEPGPKBI_00036	CDS	546				hypothetical protein
EEPGPKBI_00037	CDS	255				hypothetical protein
EEPGPKBI_00038	CDS	207				hypothetical protein
EEPGPKBI_00039	CDS	765	iniC		COG0699	Isoniazid-induced protein IniC
EEPGPKBI_00040	CDS	222				hypothetical protein
EEPGPKBI_00041	CDS	657				hypothetical protein
EEPGPKBI_00042	CDS	246	kynB_1	3.5.1.9		Kynurenine formamidase
EEPGPKBI_00043	CDS	150				hypothetical protein
EEPGPKBI_00044	CDS	279	kynB_2	3.5.1.9	COG1878	Kynurenine formamidase
EEPGPKBI_00045	CDS	513				hypothetical protein
EEPGPKBI_00046	CDS	519				hypothetical protein
EEPGPKBI_00047	CDS	195	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EEPGPKBI_00048	CDS	513	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EEPGPKBI_00049	CDS	783	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EEPGPKBI_00050	CDS	384				hypothetical protein
EEPGPKBI_00051	CDS	315	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
EEPGPKBI_00052	CDS	405	trpA_2	4.2.1.20	COG0159	Tryptophan synthase alpha chain
EEPGPKBI_00053	CDS	1095				hypothetical protein
EEPGPKBI_00054	CDS	246				hypothetical protein
EEPGPKBI_00055	CDS	1047				hypothetical protein
EEPGPKBI_00056	CDS	579				hypothetical protein
EEPGPKBI_00057	CDS	711	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
EEPGPKBI_00058	tmRNA	375	ssrA			transfer-messenger RNA, SsrA
EEPGPKBI_00059	CDS	312				hypothetical protein
EEPGPKBI_00060	CDS	477				hypothetical protein
EEPGPKBI_00061	CDS	1560	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
EEPGPKBI_00062	CDS	696	rssB_1			Regulator of RpoS
EEPGPKBI_00063	CDS	984	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
EEPGPKBI_00064	CDS	153				hypothetical protein
EEPGPKBI_00065	CDS	420				hypothetical protein
EEPGPKBI_00066	CDS	807	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EEPGPKBI_00067	CDS	249	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EEPGPKBI_00068	CDS	441				hypothetical protein
EEPGPKBI_00069	CDS	549				hypothetical protein
EEPGPKBI_00070	CDS	270				hypothetical protein
EEPGPKBI_00071	CDS	273				hypothetical protein
EEPGPKBI_00072	CDS	369				hypothetical protein
EEPGPKBI_00073	CDS	252				hypothetical protein
EEPGPKBI_00074	CDS	171				hypothetical protein
EEPGPKBI_00075	CDS	144				hypothetical protein
EEPGPKBI_00076	CDS	315	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EEPGPKBI_00077	CDS	474				hypothetical protein
EEPGPKBI_00078	CDS	618	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
EEPGPKBI_00079	CDS	723	flaC			Secreted flagellin C
EEPGPKBI_00080	CDS	600				hypothetical protein
EEPGPKBI_00081	CDS	774			COG1073	putative protein
EEPGPKBI_00082	CDS	405	tadA	3.5.4.33		tRNA-specific adenosine deaminase
EEPGPKBI_00083	CDS	456	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EEPGPKBI_00084	CDS	351	accC_1	6.3.4.14	COG0439	Biotin carboxylase
EEPGPKBI_00085	CDS	1047	accC_2	6.3.4.14	COG0439	Biotin carboxylase
EEPGPKBI_00086	CDS	669				hypothetical protein
EEPGPKBI_00087	CDS	846	surA	5.2.1.8		Chaperone SurA
EEPGPKBI_00088	CDS	1389	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
EEPGPKBI_00089	CDS	900	maeB_1	1.1.1.40	COG0281	NADP-dependent malic enzyme
EEPGPKBI_00090	CDS	381	maeB_2	1.1.1.40	COG0281	NADP-dependent malic enzyme
EEPGPKBI_00091	CDS	408				hypothetical protein
EEPGPKBI_00092	CDS	660	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
EEPGPKBI_00093	CDS	180				hypothetical protein
EEPGPKBI_00094	CDS	276	adk_1	2.7.4.3		Adenylate kinase
EEPGPKBI_00095	CDS	345	adk_2	2.7.4.3		Adenylate kinase
EEPGPKBI_00096	CDS	624	upp	2.4.2.9		Uracil phosphoribosyltransferase
EEPGPKBI_00097	CDS	828	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
EEPGPKBI_00098	CDS	168				hypothetical protein
EEPGPKBI_00099	CDS	420	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
EEPGPKBI_00100	CDS	411	mqnA	4.2.1.151		Chorismate dehydratase
EEPGPKBI_00101	CDS	1038	ltaE	4.1.2.48		Low specificity L-threonine aldolase
EEPGPKBI_00102	CDS	222				hypothetical protein
EEPGPKBI_00103	CDS	441	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
EEPGPKBI_00104	CDS	1221				hypothetical protein
EEPGPKBI_00105	CDS	471				hypothetical protein
EEPGPKBI_00106	CDS	405				hypothetical protein
EEPGPKBI_00107	CDS	750	bluF			Blue light- and temperature-regulated antirepressor BluF
EEPGPKBI_00108	CDS	432				hypothetical protein
EEPGPKBI_00109	CDS	366				hypothetical protein
EEPGPKBI_00110	CDS	729				hypothetical protein
EEPGPKBI_00111	CDS	258				hypothetical protein
EEPGPKBI_00112	CDS	792	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
EEPGPKBI_00113	CDS	351	hxlR		COG1733	HTH-type transcriptional activator HxlR
EEPGPKBI_00114	CDS	660	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
EEPGPKBI_00115	CDS	306				hypothetical protein
EEPGPKBI_00116	CDS	885	rhaR			HTH-type transcriptional activator RhaR
EEPGPKBI_00117	CDS	252				hypothetical protein
EEPGPKBI_00118	CDS	306	nudC_1	3.6.1.22	COG2816	NADH pyrophosphatase
EEPGPKBI_00119	CDS	204	nudC_2	3.6.1.22		NADH pyrophosphatase
EEPGPKBI_00120	CDS	321				hypothetical protein
EEPGPKBI_00121	CDS	648				hypothetical protein
EEPGPKBI_00122	CDS	1440				hypothetical protein
EEPGPKBI_00123	CDS	876	hpaIIM	2.1.1.37		Modification methylase HpaII
EEPGPKBI_00124	CDS	1893				hypothetical protein
EEPGPKBI_00125	CDS	405				hypothetical protein
EEPGPKBI_00126	CDS	225				hypothetical protein
EEPGPKBI_00127	CDS	198				hypothetical protein
EEPGPKBI_00128	CDS	438				hypothetical protein
EEPGPKBI_00129	CDS	705	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
EEPGPKBI_00130	CDS	174				hypothetical protein
EEPGPKBI_00131	CDS	477	pbpB		COG0768	Penicillin-binding protein 2B
EEPGPKBI_00132	CDS	447	hemH_1	4.99.1.1		Ferrochelatase
EEPGPKBI_00133	CDS	309	hemH_2	4.99.1.1		Ferrochelatase
EEPGPKBI_00134	CDS	201				hypothetical protein
EEPGPKBI_00135	CDS	453	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EEPGPKBI_00136	CDS	696	wbpE_1	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
EEPGPKBI_00137	CDS	270	wbpE_2	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
EEPGPKBI_00138	CDS	186				hypothetical protein
EEPGPKBI_00139	CDS	285				hypothetical protein
EEPGPKBI_00140	CDS	210				hypothetical protein
EEPGPKBI_00141	CDS	537				hypothetical protein
EEPGPKBI_00142	CDS	810	amaA	3.5.1.14		N-acyl-L-amino acid amidohydrolase
EEPGPKBI_00143	CDS	366		3.5.1.47		N-acetyldiaminopimelate deacetylase
EEPGPKBI_00144	CDS	2547	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
EEPGPKBI_00145	CDS	243				hypothetical protein
EEPGPKBI_00146	CDS	159				hypothetical protein
EEPGPKBI_00147	CDS	558	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EEPGPKBI_00148	CDS	129				hypothetical protein
EEPGPKBI_00149	CDS	939	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
EEPGPKBI_00150	CDS	696	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
EEPGPKBI_00151	CDS	567	pbpF		COG0744	Penicillin-binding protein 1F
EEPGPKBI_00152	CDS	144				hypothetical protein
EEPGPKBI_00153	CDS	261	mrcA_1		COG5009	Penicillin-binding protein 1A
EEPGPKBI_00154	CDS	648	mrcA_2		COG5009	Penicillin-binding protein 1A
EEPGPKBI_00155	CDS	393				hypothetical protein
EEPGPKBI_00156	CDS	867				hypothetical protein
EEPGPKBI_00157	CDS	183				hypothetical protein
EEPGPKBI_00158	CDS	222				hypothetical protein
EEPGPKBI_00159	CDS	210	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
EEPGPKBI_00160	CDS	444	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
EEPGPKBI_00161	CDS	240				hypothetical protein
EEPGPKBI_00162	CDS	558				hypothetical protein
EEPGPKBI_00163	CDS	816	sctC			Type 3 secretion system secretin
EEPGPKBI_00164	CDS	684				hypothetical protein
EEPGPKBI_00165	CDS	438				hypothetical protein
EEPGPKBI_00166	CDS	1311				hypothetical protein
EEPGPKBI_00167	CDS	234				hypothetical protein
EEPGPKBI_00168	CDS	897	era			GTPase Era
EEPGPKBI_00169	CDS	756	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
EEPGPKBI_00170	CDS	318	hslU_1			ATP-dependent protease ATPase subunit HslU
EEPGPKBI_00171	CDS	111	hslU_2			ATP-dependent protease ATPase subunit HslU
EEPGPKBI_00172	CDS	516	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
EEPGPKBI_00173	CDS	447	rplI			50S ribosomal protein L9
EEPGPKBI_00174	CDS	318				hypothetical protein
EEPGPKBI_00175	CDS	177	argG_1	6.3.4.5	COG0137	Argininosuccinate synthase
EEPGPKBI_00176	CDS	1053	argG_2	6.3.4.5	COG0137	Argininosuccinate synthase
EEPGPKBI_00177	CDS	126				hypothetical protein
EEPGPKBI_00178	CDS	255				hypothetical protein
EEPGPKBI_00179	CDS	246			COG1188	putative protein
EEPGPKBI_00180	CDS	264	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
EEPGPKBI_00181	CDS	252	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
EEPGPKBI_00182	CDS	249	trpD_3	2.4.2.18		Anthranilate phosphoribosyltransferase
EEPGPKBI_00183	CDS	114				hypothetical protein
EEPGPKBI_00184	CDS	264				hypothetical protein
EEPGPKBI_00185	CDS	438	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EEPGPKBI_00186	CDS	312	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EEPGPKBI_00187	CDS	1278				hypothetical protein
EEPGPKBI_00188	CDS	831	djlA			Co-chaperone protein DjlA
EEPGPKBI_00189	CDS	120				hypothetical protein
EEPGPKBI_00190	CDS	615				hypothetical protein
EEPGPKBI_00191	CDS	447				hypothetical protein
EEPGPKBI_00192	CDS	669				hypothetical protein
EEPGPKBI_00193	CDS	567				hypothetical protein
EEPGPKBI_00194	CDS	1062	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
EEPGPKBI_00195	CDS	639				hypothetical protein
EEPGPKBI_00196	CDS	276				hypothetical protein
EEPGPKBI_00197	CDS	297				hypothetical protein
EEPGPKBI_00198	CDS	159				hypothetical protein
EEPGPKBI_00199	CDS	561				hypothetical protein
EEPGPKBI_00200	CDS	594				hypothetical protein
EEPGPKBI_00201	CDS	312				hypothetical protein
EEPGPKBI_00202	CDS	300	rcnR		COG1937	Transcriptional repressor RcnR
EEPGPKBI_00203	CDS	945	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
EEPGPKBI_00204	CDS	1632	dppA		COG0747	Periplasmic dipeptide transport protein
EEPGPKBI_00205	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
EEPGPKBI_00206	CDS	567	dppC_1		COG1173	Dipeptide transport system permease protein DppC
EEPGPKBI_00207	CDS	312	dppC_2		COG1173	Dipeptide transport system permease protein DppC
EEPGPKBI_00208	CDS	717	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
EEPGPKBI_00209	CDS	171				hypothetical protein
EEPGPKBI_00210	CDS	99				hypothetical protein
EEPGPKBI_00211	CDS	660	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
EEPGPKBI_00212	CDS	459				hypothetical protein
EEPGPKBI_00213	CDS	174				hypothetical protein
EEPGPKBI_00214	CDS	615	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
EEPGPKBI_00215	CDS	1191	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
EEPGPKBI_00216	CDS	675	hycD		COG0650	Formate hydrogenlyase subunit 4
EEPGPKBI_00217	CDS	252				hypothetical protein
EEPGPKBI_00218	CDS	432	hycG		COG3260	Formate hydrogenlyase subunit 7
EEPGPKBI_00219	CDS	486	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
EEPGPKBI_00220	CDS	462	nuoC	7.1.1.-		NADH-quinone oxidoreductase subunit C/D
EEPGPKBI_00221	CDS	1089	hycE		COG3261	Formate hydrogenlyase subunit 5
EEPGPKBI_00222	CDS	570	cooF		COG1142	Iron-sulfur protein
EEPGPKBI_00223	CDS	1683	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
EEPGPKBI_00224	CDS	237	bchL	1.3.7.7		Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
EEPGPKBI_00225	CDS	549				hypothetical protein
EEPGPKBI_00226	CDS	315	hypA		COG0375	Hydrogenase/urease maturation factor HypA
EEPGPKBI_00227	CDS	543				hypothetical protein
EEPGPKBI_00228	CDS	405	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
EEPGPKBI_00229	CDS	201				hypothetical protein
EEPGPKBI_00230	CDS	927	btuB_1			Vitamin B12 transporter BtuB
EEPGPKBI_00231	CDS	963				hypothetical protein
EEPGPKBI_00232	CDS	567				hypothetical protein
EEPGPKBI_00233	tRNA	87				tRNA-Leu(caa)
EEPGPKBI_00234	CDS	141				hypothetical protein
EEPGPKBI_00235	CDS	630				hypothetical protein
EEPGPKBI_00236	CDS	222				hypothetical protein
EEPGPKBI_00237	CDS	324				hypothetical protein
EEPGPKBI_00238	CDS	405				hypothetical protein
EEPGPKBI_00239	CDS	672	regX3		COG0745	Sensory transduction protein regX3
EEPGPKBI_00240	CDS	198				hypothetical protein
EEPGPKBI_00241	CDS	198				hypothetical protein
EEPGPKBI_00242	CDS	105				hypothetical protein
EEPGPKBI_00243	CDS	639				hypothetical protein
EEPGPKBI_00244	CDS	126				hypothetical protein
EEPGPKBI_00245	CDS	1728	ctpC_1	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
EEPGPKBI_00246	CDS	342				hypothetical protein
EEPGPKBI_00247	CDS	261				hypothetical protein
EEPGPKBI_00248	CDS	366				hypothetical protein
EEPGPKBI_00249	CDS	246				hypothetical protein
EEPGPKBI_00250	CDS	108				hypothetical protein
EEPGPKBI_00251	CDS	693				hypothetical protein
EEPGPKBI_00252	CDS	318				hypothetical protein
EEPGPKBI_00253	CDS	414	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
EEPGPKBI_00254	CDS	705	ctpC_2	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
EEPGPKBI_00255	CDS	948	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
EEPGPKBI_00256	CDS	429	fur		COG0735	Ferric uptake regulation protein
EEPGPKBI_00257	CDS	744			COG2200	putative signaling protein
EEPGPKBI_00258	CDS	1071				hypothetical protein
EEPGPKBI_00259	CDS	1245				hypothetical protein
EEPGPKBI_00260	CDS	357	gbuA	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
EEPGPKBI_00261	CDS	321	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
EEPGPKBI_00262	CDS	228				hypothetical protein
EEPGPKBI_00263	CDS	1320	prsE			Type I secretion system membrane fusion protein PrsE
EEPGPKBI_00264	CDS	159				hypothetical protein
EEPGPKBI_00265	CDS	207				hypothetical protein
EEPGPKBI_00266	CDS	1461	prsD			Type I secretion system ATP-binding protein PrsD
EEPGPKBI_00267	CDS	795				hypothetical protein
EEPGPKBI_00268	CDS	657				hypothetical protein
EEPGPKBI_00269	CDS	723				hypothetical protein
EEPGPKBI_00270	CDS	2304				hypothetical protein
EEPGPKBI_00271	CDS	561				hypothetical protein
EEPGPKBI_00272	CDS	435	cpoB			Cell division coordinator CpoB
EEPGPKBI_00273	CDS	411				hypothetical protein
EEPGPKBI_00274	CDS	999				hypothetical protein
EEPGPKBI_00275	CDS	354				hypothetical protein
EEPGPKBI_00276	CDS	702				hypothetical protein
EEPGPKBI_00277	CDS	354				hypothetical protein
EEPGPKBI_00278	CDS	315	dosC	2.7.7.65		Diguanylate cyclase DosC
EEPGPKBI_00279	CDS	891	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EEPGPKBI_00280	CDS	849	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
EEPGPKBI_00281	CDS	432				hypothetical protein
EEPGPKBI_00282	CDS	90				hypothetical protein
EEPGPKBI_00283	CDS	510				hypothetical protein
EEPGPKBI_00284	CDS	714		3.2.2.27		Uracil-DNA glycosylase
EEPGPKBI_00285	CDS	201				hypothetical protein
EEPGPKBI_00286	CDS	1101				hypothetical protein
EEPGPKBI_00287	CDS	513				hypothetical protein
EEPGPKBI_00288	CDS	735	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
EEPGPKBI_00289	CDS	270	moaA_2			GTP 3',8-cyclase
EEPGPKBI_00290	CDS	327				hypothetical protein
EEPGPKBI_00291	CDS	462				hypothetical protein
EEPGPKBI_00292	CDS	492				hypothetical protein
EEPGPKBI_00293	CDS	297				hypothetical protein
EEPGPKBI_00294	CDS	669	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EEPGPKBI_00295	CDS	201	rpmE		COG0254	50S ribosomal protein L31
EEPGPKBI_00296	CDS	813	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EEPGPKBI_00297	CDS	768				hypothetical protein
EEPGPKBI_00298	CDS	288	mcp4		COG0840	Methyl-accepting chemotaxis protein 4
EEPGPKBI_00299	CDS	468	sodN	1.15.1.1		Superoxide dismutase [Ni]
EEPGPKBI_00300	CDS	360				hypothetical protein
EEPGPKBI_00301	CDS	444				hypothetical protein
EEPGPKBI_00302	CDS	615				hypothetical protein
EEPGPKBI_00303	CDS	297	sufT			Fe-S protein maturation auxiliary factor SufT
EEPGPKBI_00304	CDS	1257				hypothetical protein
EEPGPKBI_00305	CDS	339				hypothetical protein
EEPGPKBI_00306	CDS	372	hcp_1	1.7.99.1	COG1151	Hydroxylamine reductase
EEPGPKBI_00307	CDS	738	hcp_2	1.7.99.1	COG1151	Hydroxylamine reductase
EEPGPKBI_00308	CDS	939	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
EEPGPKBI_00309	CDS	660				hypothetical protein
EEPGPKBI_00310	CDS	543	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EEPGPKBI_00311	CDS	552	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
EEPGPKBI_00312	CDS	603	ligK	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipate aldolase
EEPGPKBI_00313	CDS	1863				hypothetical protein
EEPGPKBI_00314	CDS	597				hypothetical protein
EEPGPKBI_00315	CDS	486				hypothetical protein
EEPGPKBI_00316	CDS	207				hypothetical protein
EEPGPKBI_00317	CDS	285				hypothetical protein
EEPGPKBI_00318	CDS	759				hypothetical protein
EEPGPKBI_00319	CDS	1038				hypothetical protein
EEPGPKBI_00320	CDS	1281				hypothetical protein
EEPGPKBI_00321	CDS	387				hypothetical protein
EEPGPKBI_00322	CDS	705				hypothetical protein
EEPGPKBI_00323	CDS	792	ynfM			Inner membrane transport protein YnfM
EEPGPKBI_00324	CDS	222				hypothetical protein
EEPGPKBI_00325	CDS	1182				hypothetical protein
EEPGPKBI_00326	CDS	837				hypothetical protein
EEPGPKBI_00327	CDS	150				hypothetical protein
EEPGPKBI_00328	CDS	945				hypothetical protein
EEPGPKBI_00329	CDS	942				hypothetical protein
EEPGPKBI_00330	CDS	288	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
EEPGPKBI_00331	CDS	261	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
EEPGPKBI_00332	CDS	432	iscS_3	2.8.1.7	COG1104	Cysteine desulfurase IscS
EEPGPKBI_00333	CDS	993				hypothetical protein
EEPGPKBI_00334	CDS	501	bfr	1.16.3.1	COG2193	Bacterioferritin
EEPGPKBI_00335	CDS	288				hypothetical protein
EEPGPKBI_00336	CDS	186				hypothetical protein
EEPGPKBI_00337	CDS	585	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
EEPGPKBI_00338	CDS	1359		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
EEPGPKBI_00339	CDS	450				hypothetical protein
EEPGPKBI_00340	CDS	498				hypothetical protein
EEPGPKBI_00341	CDS	627	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
EEPGPKBI_00342	CDS	186				hypothetical protein
EEPGPKBI_00343	CDS	216				hypothetical protein
EEPGPKBI_00344	CDS	132				hypothetical protein
EEPGPKBI_00345	CDS	567				hypothetical protein
EEPGPKBI_00346	CDS	555				hypothetical protein
EEPGPKBI_00347	CDS	660				hypothetical protein
EEPGPKBI_00348	CDS	213	rpsU		COG0828	30S ribosomal protein S21
EEPGPKBI_00349	CDS	582				hypothetical protein
EEPGPKBI_00350	CDS	648				hypothetical protein
EEPGPKBI_00351	CDS	558				hypothetical protein
EEPGPKBI_00352	CDS	210				hypothetical protein
EEPGPKBI_00353	CDS	330				hypothetical protein
EEPGPKBI_00354	CDS	675				hypothetical protein
EEPGPKBI_00355	CDS	1782	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
EEPGPKBI_00356	CDS	1542				hypothetical protein
EEPGPKBI_00357	CDS	1557	rny	3.1.-.-	COG1418	Ribonuclease Y
EEPGPKBI_00358	CDS	363	resA			Thiol-disulfide oxidoreductase ResA
EEPGPKBI_00359	CDS	885	ftsY			Signal recognition particle receptor FtsY
EEPGPKBI_00360	CDS	312	radA	3.6.4.-	COG1066	DNA repair protein RadA
EEPGPKBI_00361	CDS	522				hypothetical protein
EEPGPKBI_00362	CDS	183				hypothetical protein
EEPGPKBI_00363	CDS	1029				hypothetical protein
EEPGPKBI_00364	CDS	798				hypothetical protein
EEPGPKBI_00365	CDS	411				hypothetical protein
EEPGPKBI_00366	CDS	372				hypothetical protein
EEPGPKBI_00367	CDS	165				hypothetical protein
EEPGPKBI_00368	CDS	1017				hypothetical protein
EEPGPKBI_00369	CDS	600				hypothetical protein
EEPGPKBI_00370	CDS	168				hypothetical protein
EEPGPKBI_00371	CDS	1239	smc			Chromosome partition protein Smc
EEPGPKBI_00372	CDS	1176				hypothetical protein
EEPGPKBI_00373	CDS	483				hypothetical protein
EEPGPKBI_00374	CDS	228				hypothetical protein
EEPGPKBI_00375	CDS	156				hypothetical protein
EEPGPKBI_00376	CDS	363	noc			Nucleoid occlusion protein
EEPGPKBI_00377	CDS	225				hypothetical protein
EEPGPKBI_00378	CDS	1215	mcpP_1		COG0840	Methyl-accepting chemotaxis protein McpP
EEPGPKBI_00379	CDS	471	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EEPGPKBI_00380	CDS	123	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EEPGPKBI_00381	CDS	180				hypothetical protein
EEPGPKBI_00382	CDS	708	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
EEPGPKBI_00383	CDS	816	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EEPGPKBI_00384	CDS	804				hypothetical protein
EEPGPKBI_00385	CDS	702	fliG_1		COG1536	Flagellar motor switch protein FliG
EEPGPKBI_00386	CDS	210	fliG_2		COG1536	Flagellar motor switch protein FliG
EEPGPKBI_00387	CDS	186				hypothetical protein
EEPGPKBI_00388	CDS	360				hypothetical protein
EEPGPKBI_00389	CDS	216				hypothetical protein
EEPGPKBI_00390	CDS	570				hypothetical protein
